zpid,zpidComp,addressComp,cityComp,stateComp,zipComp,priceComp,homeTypeComp,homeStatusComp,livingAreaValueComp,livingAreaUnitsComp,lotAreaValueComp,lotAreaUnitsComp,lastUpdated,lsi_id,lnh_id
35846147,35846220,"229 Whitaker Cir NW",Atlanta,GA,30314,176800,Condo,Other,1504,"Square Feet",9962,"Square Feet","2024-11-20 23:54:06",11785,158
112432138,112432743,"1820 Peachtree St NW UNIT 905",Atlanta,GA,30309,610000,Condo,"Recently Sold",1391,"Square Feet",1390,"Square Feet","2024-11-20 22:18:43",8529,159
35914514,35914515,"3135 Rilman Rd NW",Atlanta,GA,30327,922000,"Single Family",Other,2471,"Square Feet",1,Acres,"2024-11-20 22:18:43",8648,160
35846147,35846236,"234 Richardson Rd NW",Atlanta,GA,30314,178300,"Single Family",Other,1040,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",11785,161
112432138,112432743,"1820 Peachtree St NW UNIT 905",Atlanta,GA,30309,610000,Condo,"Recently Sold",1391,"Square Feet",1390,"Square Feet","2024-11-20 23:54:06",8529,162
35914514,35914569,"3150 Rilman Rd NW",Atlanta,GA,30327,876600,"Single Family",Other,2642,"Square Feet",0,Acres,"2024-11-20 22:18:43",8648,163
35846147,35846236,"234 Richardson Rd NW",Atlanta,GA,30314,178300,"Single Family",Other,1040,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",11785,164
35914514,35914569,"3150 Rilman Rd NW",Atlanta,GA,30327,876600,"Single Family",Other,2642,"Square Feet",0,Acres,"2024-11-20 23:54:06",8648,165
112432138,112433134,"1820 Peachtree St NW UNIT 912",Atlanta,GA,30309,760000,Condo,Sold,1889,"Square Feet",1873,"Square Feet","2024-11-20 23:54:06",8529,166
65440804,69344286,"1448 Rome Dr NW",Atlanta,GA,30314,330600,"Single Family",Other,1400,"Square Feet",6969,"Square Feet","2024-11-20 22:18:43",11791,167
35846147,35846149,"236 Richardson Rd NW",Atlanta,GA,30314,166900,"Single Family",Other,1312,"Square Feet",10140,"Square Feet","2024-11-20 22:18:43",11785,168
35914514,35914513,"3159 Rilman Rd NW",Atlanta,GA,30327,1180000,"Single Family",Other,2985,"Square Feet",1,Acres,"2024-11-20 22:18:43",8648,169
65440804,35844401,"1449 Hawkins St NW",Atlanta,GA,30314,151400,"Single Family",Other,1155,"Square Feet",7000,"Square Feet","2024-11-20 22:18:43",11791,170
112432138,112433134,"1820 Peachtree St NW UNIT 912",Atlanta,GA,30309,760000,Condo,Sold,1889,"Square Feet",1873,"Square Feet","2024-11-20 22:18:43",8529,171
35914514,35914513,"3159 Rilman Rd NW",Atlanta,GA,30327,1180000,"Single Family",Other,2985,"Square Feet",1,Acres,"2024-11-20 23:54:06",8648,172
65440804,35844401,"1449 Hawkins St NW",Atlanta,GA,30314,151400,"Single Family",Other,1155,"Square Feet",7000,"Square Feet","2024-11-20 23:54:06",11791,173
112432138,112430977,"1820 Peachtree St NW UNIT 1012",Atlanta,GA,30309,875000,Condo,"Recently Sold",1889,"Square Feet",1891,"Square Feet","2024-11-20 22:18:43",8529,174
65440804,35844400,"1455 Hawkins St NW",Atlanta,GA,30314,180800,"Single Family",Other,1244,"Square Feet",7000,"Square Feet","2024-11-20 22:18:43",11791,175
112432138,112430977,"1820 Peachtree St NW UNIT 1012",Atlanta,GA,30309,875000,Condo,"Recently Sold",1889,"Square Feet",1891,"Square Feet","2024-11-20 23:54:06",8529,176
35846147,35846149,"236 Richardson Rd NW",Atlanta,GA,30314,166900,"Single Family",Other,1312,"Square Feet",10140,"Square Feet","2024-11-20 23:54:06",11785,177
65440804,35844400,"1455 Hawkins St NW",Atlanta,GA,30314,180800,"Single Family",Other,1244,"Square Feet",7000,"Square Feet","2024-11-20 23:54:06",11791,178
35836184,35836196,"1095 Avon Ave SW",Atlanta,GA,30310,296100,"Single Family",Other,3833,"Square Feet",0,Acres,"2024-11-20 22:18:43",11975,179
112432138,112432330,"1820 Peachtree St NW UNIT 1104",Atlanta,GA,30309,625000,Condo,Sold,1521,"Square Feet",1307,"Square Feet","2024-11-20 23:54:06",8529,180
82619915,69380170,"821 Ralph McGill Blvd NE APT 2111",Atlanta,GA,30306,274000,Condo,Sold,800,"Square Feet",802,"Square Feet","2024-11-20 22:18:43",5669,181
35846147,35846146,"254 Richardson Rd NW",Atlanta,GA,30314,306300,"Single Family",Other,1535,"Square Feet",10454,"Square Feet","2024-11-20 22:18:43",11785,182
2132563976,88810949,"870 Mayson Turner Rd NW UNIT 1302",Atlanta,GA,30314,127200,Apartment,Other,1000,"Square Feet",862,"Square Feet","2024-11-20 22:18:43",51114,183
65440804,35844399,"1459 Hawkins St NW",Atlanta,GA,30314,236800,"Single Family",Other,1288,"Square Feet",7000,"Square Feet","2024-11-20 23:54:06",11791,184
35920166,35920128,"1725 Ridge Valley Ct NW",Atlanta,GA,30327,970300,"Single Family",Other,3200,"Square Feet",1,Acres,"2024-11-20 23:54:06",8626,185
112432138,112432330,"1820 Peachtree St NW UNIT 1104",Atlanta,GA,30309,625000,Condo,Sold,1521,"Square Feet",1307,"Square Feet","2024-11-20 22:18:43",8529,186
82619915,69380170,"821 Ralph McGill Blvd NE APT 2111",Atlanta,GA,30306,274000,Condo,Sold,800,"Square Feet",802,"Square Feet","2024-11-20 23:54:06",5669,187
2132563976,88810242,"870 Mayson Turner Rd NW UNIT 1304",Atlanta,GA,30314,127200,Apartment,Other,1052,"Square Feet",1052,"Square Feet","2024-11-20 23:54:06",51114,188
35846147,35846146,"254 Richardson Rd NW",Atlanta,GA,30314,306300,"Single Family",Other,1535,"Square Feet",10454,"Square Feet","2024-11-20 23:54:06",11785,189
82619915,69379930,"821 Ralph McGill Blvd NE APT 2316",Atlanta,GA,30306,310000,Condo,Sold,900,"Square Feet",902,"Square Feet","2024-11-20 22:18:43",5669,190
35920166,35920127,"1737 Ridge Valley Ct NW",Atlanta,GA,30327,1280300,"Single Family",Other,3572,"Square Feet",1,Acres,"2024-11-20 22:18:43",8626,191
65440804,35844399,"1459 Hawkins St NW",Atlanta,GA,30314,236800,"Single Family",Other,1288,"Square Feet",7000,"Square Feet","2024-11-20 22:18:43",11791,192
35836184,35836194,"1082 Arlington Ave SW",Atlanta,GA,30310,432000,"Multi Family",Other,2238,"Square Feet",6534,"Square Feet","2024-11-20 22:18:43",11975,193
82619915,69381797,"821 Ralph McGill Blvd NE APT 2113",Atlanta,GA,30306,290000,Condo,"For Sale",650,"Square Feet",649,"Square Feet","2024-11-20 22:18:43",5669,194
35920166,35920127,"1737 Ridge Valley Ct NW",Atlanta,GA,30327,1280300,"Single Family",Other,3572,"Square Feet",1,Acres,"2024-11-20 23:54:06",8626,195
82619915,69381797,"821 Ralph McGill Blvd NE APT 2113",Atlanta,GA,30306,290000,Condo,"For Sale",650,"Square Feet",649,"Square Feet","2024-11-20 23:54:06",5669,196
35836184,35836196,"1095 Avon Ave SW",Atlanta,GA,30310,296100,"Single Family",Other,3833,"Square Feet",0,Acres,"2024-11-20 23:54:06",11975,197
35914514,35914570,"3162 Rilman Rd NW",Atlanta,GA,30327,599000,"Single Family",Sold,1632,"Square Feet",0,Acres,"2024-11-20 22:18:43",8648,198
35846147,35846171,"264 Richardson Rd NW",Atlanta,GA,30314,239400,"Single Family",Other,1766,"Square Feet",0,Acres,"2024-11-20 23:54:06",11785,199
35914514,35914570,"3162 Rilman Rd NW",Atlanta,GA,30327,599000,"Single Family",Sold,1632,"Square Feet",0,Acres,"2024-11-20 23:54:06",8648,200
112432138,112432066,"1820 Peachtree St NW UNIT 1407",Atlanta,GA,30309,703000,Condo,Sold,1700,"Square Feet",1699,"Square Feet","2024-11-20 22:18:43",8529,201
35920166,35920167,"1748 Ridge Valley Ct NW",Atlanta,GA,30327,784700,"Single Family",Other,1674,"Square Feet",1,Acres,"2024-11-20 23:54:06",8626,202
35846147,35846171,"264 Richardson Rd NW",Atlanta,GA,30314,239400,"Single Family",Other,1766,"Square Feet",0,Acres,"2024-11-20 22:18:43",11785,203
82619915,69382700,"821 Ralph McGill Blvd NE APT 2307",Atlanta,GA,30306,315000,Condo,"Recently Sold",650,"Square Feet",653,"Square Feet","2024-11-20 23:54:06",5669,204
35914514,35914516,"3158 Wood Valley Rd NW",Atlanta,GA,30327,1030800,"Single Family",Other,2739,"Square Feet",1,Acres,"2024-11-20 22:18:43",8648,205
35836184,35836197,"1101 Avon Ave SW",Atlanta,GA,30310,259900,"Single Family",Other,2389,"Square Feet",0,Acres,"2024-11-20 23:54:06",11975,206
112432138,112432066,"1820 Peachtree St NW UNIT 1407",Atlanta,GA,30309,703000,Condo,Sold,1700,"Square Feet",1699,"Square Feet","2024-11-20 23:54:06",8529,207
35920166,35920167,"1748 Ridge Valley Ct NW",Atlanta,GA,30327,784700,"Single Family",Other,1674,"Square Feet",1,Acres,"2024-11-20 22:18:43",8626,208
35914514,35914516,"3158 Wood Valley Rd NW",Atlanta,GA,30327,1030800,"Single Family",Other,2739,"Square Feet",1,Acres,"2024-11-20 23:54:06",8648,209
82619915,69382700,"821 Ralph McGill Blvd NE APT 2307",Atlanta,GA,30306,315000,Condo,"Recently Sold",650,"Square Feet",653,"Square Feet","2024-11-20 22:18:43",5669,210
35877638,35877691,"407 Bass St SE",Atlanta,GA,30315,718300,"Multi Family",Other,2156,"Square Feet",6534,"Square Feet","2024-11-20 22:18:43",5052,211
2132563976,88810242,"870 Mayson Turner Rd NW UNIT 1304",Atlanta,GA,30314,127200,Apartment,Other,1052,"Square Feet",1052,"Square Feet","2024-11-20 22:18:43",51114,212
71753253,71757614,"455 Glen Iris Dr NE #N",Atlanta,GA,30308,369900,Condo,Sold,1225,"Square Feet",1220,"Square Feet","2024-11-20 23:54:06",5605,213
35836184,35836197,"1101 Avon Ave SW",Atlanta,GA,30310,259900,"Single Family",Other,2389,"Square Feet",0,Acres,"2024-11-20 22:18:43",11975,214
82629652,82625972,"301 Darkwater Ct",Atlanta,GA,30331,447100,"Single Family",Other,4292,"Square Feet",1,Acres,"2024-11-20 22:18:43",16943,215
35920166,35920196,"1749 Ridge Valley Ct NW",Atlanta,GA,30327,664500,"Single Family",Other,2168,"Square Feet",0,Acres,"2024-11-20 22:18:43",8626,216
35877638,35877691,"407 Bass St SE",Atlanta,GA,30315,718300,"Multi Family",Other,2156,"Square Feet",6534,"Square Feet","2024-11-20 23:54:06",5052,217
82619915,69369784,"821 Ralph McGill Blvd NE APT 2312",Atlanta,GA,30306,340000,Condo,"For Sale",1077,"Square Feet",1076,"Square Feet","2024-11-20 22:18:43",5669,218
2132563976,88810806,"870 Mayson Turner Rd NW UNIT 1322",Atlanta,GA,30314,147800,Apartment,Other,1000,"Square Feet",766,"Square Feet","2024-11-20 22:18:43",51114,219
35836184,306364417,"1068 Arlington Ave SW",Atlanta,GA,30310,521800,"Single Family",Other,10440,"Square Feet",0,Acres,"2024-11-20 22:18:43",11975,220
82619915,69369784,"821 Ralph McGill Blvd NE APT 2312",Atlanta,GA,30306,340000,Condo,"For Sale",1077,"Square Feet",1076,"Square Feet","2024-11-20 23:54:06",5669,221
65466425,65466398,"700 Park Regency Pl NE APT 1106",Atlanta,GA,30326,575000,Condo,"Recently Sold",1667,"Square Feet",1668,"Square Feet","2024-11-20 23:54:06",8539,222
14469931,14469945,"151 Sisson Ave NE",Atlanta,GA,30317,388000,"Single Family",Other,998,"Square Feet",4356,"Square Feet","2024-11-20 22:18:43",5061,223
14469931,14469944,"155 Sisson Ave NE",Atlanta,GA,30317,626300,"Single Family",Other,1430,"Square Feet",1,Acres,"2024-11-20 23:54:06",5061,224
69380923,69365785,"2277 Peachtree Rd NE UNIT 303",Atlanta,GA,30309,223500,Condo,"Recently Sold",751,"Square Feet",741,"Square Feet","2024-11-20 23:54:06",8602,225
442742092,35932646,"430 Lindbergh Dr NE APT B3",Atlanta,GA,30305,225700,Condo,Other,1188,"Square Feet",1189,"Square Feet","2024-11-20 22:18:43",8618,226
69380923,69365785,"2277 Peachtree Rd NE UNIT 303",Atlanta,GA,30309,223500,Condo,"Recently Sold",751,"Square Feet",741,"Square Feet","2024-11-20 22:18:43",8602,227
442743343,35888481,"20 Marietta St NW APT 4B",Atlanta,GA,30303,223000,Condo,"For Sale",1198,"Square Feet",1198,"Square Feet","2024-11-20 23:54:06",5660,228
442742092,347131253,"430 Lindbergh Dr NE APT B5",Atlanta,GA,30305,130000,Condo,"Recently Sold",0,"Square Feet",0,"Square Feet","2024-11-20 23:54:06",8618,229
35833387,35833388,"765 Jones Ave NW",Atlanta,GA,30314,163900,"Single Family",Other,995,"Square Feet",4133,"Square Feet","2024-11-20 23:54:06",51115,230
69380923,69368540,"2277 Peachtree Rd NE UNIT 405",Atlanta,GA,30309,319000,Condo,Sold,1144,"Square Feet",1133,"Square Feet","2024-11-20 23:54:06",8602,231
442743343,35888481,"20 Marietta St NW APT 4B",Atlanta,GA,30303,223000,Condo,"For Sale",1198,"Square Feet",1198,"Square Feet","2024-11-20 22:18:43",5660,232
442742092,347131253,"430 Lindbergh Dr NE APT B5",Atlanta,GA,30305,130000,Condo,"Recently Sold",0,"Square Feet",0,"Square Feet","2024-11-20 22:18:43",8618,233
35872540,69344985,"3397 Martin Luther King Jr Dr SW",Atlanta,GA,30331,310500,"Single Family",Other,2211,"Square Feet",1,Acres,"2024-11-20 23:54:06",3703,234
69380923,69368540,"2277 Peachtree Rd NE UNIT 405",Atlanta,GA,30309,319000,Condo,Sold,1144,"Square Feet",1133,"Square Feet","2024-11-20 22:18:43",8602,235
35833387,35833388,"765 Jones Ave NW",Atlanta,GA,30314,163900,"Single Family",Other,995,"Square Feet",4133,"Square Feet","2024-11-20 22:18:43",51115,236
442742092,35932652,"430 Lindbergh Dr NE UNIT 3",Atlanta,GA,30305,239300,Condo,Other,1188,"Square Feet",1189,"Square Feet","2024-11-20 22:18:43",8618,237
442743343,35888483,"20 Marietta St NW APT 4D",Atlanta,GA,30303,225000,Condo,"For Sale",1198,"Square Feet",1198,"Square Feet","2024-11-20 23:54:06",5660,238
69380923,69365914,"2277 Peachtree Rd NE UNIT 411",Atlanta,GA,30309,248000,Condo,"Recently Sold",737,"Square Feet",736,"Square Feet","2024-11-20 23:54:06",8602,239
348934176,14466475,"199 Palatka St",Atlanta,GA,30317,510300,"Single Family",Other,1456,"Square Feet",6490,"Square Feet","2024-11-20 22:18:43",5148,240
442742092,35932652,"430 Lindbergh Dr NE UNIT 3",Atlanta,GA,30305,239300,Condo,Other,1188,"Square Feet",1189,"Square Feet","2024-11-20 23:54:06",8618,241
69380923,69365914,"2277 Peachtree Rd NE UNIT 411",Atlanta,GA,30309,248000,Condo,"Recently Sold",737,"Square Feet",736,"Square Feet","2024-11-20 22:18:43",8602,242
441910544,347919097,"555 Abbott Ct SE LOT 25",Atlanta,GA,30354,439990,"Single Family","Recently Sold",2235,"Square Feet",0,Acres,"2024-11-20 22:18:43",5011,243
347955805,35872461,"3506 Thompson Dr NW",Atlanta,GA,30331,223100,"Single Family",Other,1122,"Square Feet",0,Acres,"2024-11-20 22:18:43",3704,244
35833387,35833403,"349 James P Brawley Dr NW",Atlanta,GA,30314,94200,"Single Family",Other,1268,"Square Feet",4499,"Square Feet","2024-11-20 22:18:43",51115,245
35839311,35839308,"151 Moreland Ave SE",Atlanta,GA,30316,497900,"Single Family",Other,1500,"Square Feet",1,Acres,"2024-11-20 23:54:06",5146,246
442743343,35888483,"20 Marietta St NW APT 4D",Atlanta,GA,30303,225000,Condo,"For Sale",1198,"Square Feet",1198,"Square Feet","2024-11-20 22:18:43",5660,247
69380923,69372147,"2277 Peachtree Rd NE UNIT 509",Atlanta,GA,30309,250000,Condo,"Recently Sold",871,"Square Feet",871,"Square Feet","2024-11-20 22:18:43",8602,248
348934176,14466475,"199 Palatka St",Atlanta,GA,30317,510300,"Single Family",Other,1456,"Square Feet",6490,"Square Feet","2024-11-20 23:54:06",5148,249
35884082,35884092,"2658 Altaview Dr SE",Atlanta,GA,30354,215500,"Single Family",Other,1428,"Square Feet",0,Acres,"2024-11-20 22:18:43",5009,250
35839311,35839308,"151 Moreland Ave SE",Atlanta,GA,30316,497900,"Single Family",Other,1500,"Square Feet",1,Acres,"2024-11-20 22:18:43",5146,251
2052960351,35933847,"1 Emma Ln NE",Atlanta,GA,30342,30000,Lot,Sold,100,"Square Feet",7,Acres,"2024-11-20 22:18:43",8634,252
69380923,69372147,"2277 Peachtree Rd NE UNIT 509",Atlanta,GA,30309,250000,Condo,"Recently Sold",871,"Square Feet",871,"Square Feet","2024-11-20 23:54:06",8602,253
35839311,35839309,"159 Moreland Ave SE",Atlanta,GA,30316,687100,"Multi Family",Other,1607,"Square Feet",7000,"Square Feet","2024-11-20 22:18:43",5146,254
35884082,35884080,"2659 Altaview Dr SE",Atlanta,GA,30354,167100,"Single Family",Other,1066,"Square Feet",10149,"Square Feet","2024-11-20 23:54:06",5009,255
441910544,347919097,"555 Abbott Ct SE LOT 25",Atlanta,GA,30354,439990,"Single Family","Recently Sold",2235,"Square Feet",0,Acres,"2024-11-20 23:54:06",5011,256
2052960351,35933847,"1 Emma Ln NE",Atlanta,GA,30342,30000,Lot,Sold,100,"Square Feet",7,Acres,"2024-11-20 23:54:06",8634,257
35833387,35833403,"349 James P Brawley Dr NW",Atlanta,GA,30314,94200,"Single Family",Other,1268,"Square Feet",4499,"Square Feet","2024-11-20 23:54:06",51115,258
69380923,69372318,"2277 Peachtree Rd NE UNIT 602",Atlanta,GA,30309,375000,Condo,Sold,1242,"Square Feet",1263,"Square Feet","2024-11-20 22:18:43",8602,259
441910544,441910573,"491 Hancock Dr SE LOT 46",Atlanta,GA,30354,429990,"Single Family",Pending,2506,"Square Feet",0,Acres,"2024-11-20 23:54:06",5011,260
35884082,35884080,"2659 Altaview Dr SE",Atlanta,GA,30354,167100,"Single Family",Other,1066,"Square Feet",10149,"Square Feet","2024-11-20 22:18:43",5009,261
35833387,35833389,"367 James P Brawley Dr NW",Atlanta,GA,30314,188200,"Single Family",Other,1222,"Square Feet",4739,"Square Feet","2024-11-20 22:18:43",51115,262
35839311,35839309,"159 Moreland Ave SE",Atlanta,GA,30316,687100,"Multi Family",Other,1607,"Square Feet",7000,"Square Feet","2024-11-20 23:54:06",5146,263
441910544,441910573,"491 Hancock Dr SE LOT 46",Atlanta,GA,30354,429990,"Single Family",Pending,2506,"Square Feet",0,Acres,"2024-11-20 22:18:43",5011,264
2052960351,35933846,"3 Emma Ln NE",Atlanta,GA,30342,1048200,"Single Family",Other,2240,"Square Feet",0,Acres,"2024-11-20 22:18:43",8634,265
35833387,35833389,"367 James P Brawley Dr NW",Atlanta,GA,30314,188200,"Single Family",Other,1222,"Square Feet",4739,"Square Feet","2024-11-20 23:54:06",51115,266
69380923,69372318,"2277 Peachtree Rd NE UNIT 602",Atlanta,GA,30309,375000,Condo,Sold,1242,"Square Feet",1263,"Square Feet","2024-11-20 23:54:06",8602,267
442743343,35888488,"20 Marietta St NW APT 6A",Atlanta,GA,30303,145000,Condo,Sold,670,"Square Feet",671,"Square Feet","2024-11-20 23:54:06",5660,268
35884082,35884081,"2667 Altaview Dr SE",Atlanta,GA,30354,164200,"Single Family",Other,1118,"Square Feet",0,Acres,"2024-11-20 22:18:43",5009,269
441910544,347040209,"581 Hancock Dr SE LOT 29",Atlanta,GA,30354,439990,"Single Family","For Sale",2235,"Square Feet",9235,"Square Feet","2024-11-20 22:18:43",5011,270
35839311,35839310,"163 Moreland Ave SE",Atlanta,GA,30316,496400,"Single Family",Other,1550,"Square Feet",7248,"Square Feet","2024-11-20 23:54:06",5146,271
442743343,35888488,"20 Marietta St NW APT 6A",Atlanta,GA,30303,145000,Condo,Sold,670,"Square Feet",671,"Square Feet","2024-11-20 22:18:43",5660,272
2052960351,35933846,"3 Emma Ln NE",Atlanta,GA,30342,1048200,"Single Family",Other,2240,"Square Feet",0,Acres,"2024-11-20 23:54:06",8634,273
442743343,35888493,"20 Marietta St NW APT 6F",Atlanta,GA,30303,145000,Condo,"For Sale",543,"Square Feet",545,"Square Feet","2024-11-20 23:54:06",5660,274
69380923,69371103,"2277 Peachtree Rd NE UNIT 702",Atlanta,GA,30309,325000,Condo,"For Sale",1242,"Square Feet",1241,"Square Feet","2024-11-20 22:18:43",8602,275
441910544,347040209,"581 Hancock Dr SE LOT 29",Atlanta,GA,30354,439990,"Single Family","For Sale",2235,"Square Feet",9235,"Square Feet","2024-11-20 23:54:06",5011,276
442743343,35888493,"20 Marietta St NW APT 6F",Atlanta,GA,30303,145000,Condo,"For Sale",543,"Square Feet",545,"Square Feet","2024-11-20 22:18:43",5660,277
2132563976,88810806,"870 Mayson Turner Rd NW UNIT 1322",Atlanta,GA,30314,147800,Apartment,Other,1000,"Square Feet",766,"Square Feet","2024-11-20 23:54:06",51114,278
35836184,306364417,"1068 Arlington Ave SW",Atlanta,GA,30310,521800,"Single Family",Other,10440,"Square Feet",0,Acres,"2024-11-20 23:54:06",11975,279
2132563976,88810485,"870 Mayson Turner Rd NW UNIT 1424",Atlanta,GA,30314,207900,"Multi Family",Other,1080,"Square Feet",1080,"Square Feet","2024-11-20 22:18:43",51114,280
35836184,35836183,"1074 Arlington Ave SW",Atlanta,GA,30310,325000,"Single Family",Sold,2485,"Square Feet",7535,"Square Feet","2024-11-20 22:18:43",11975,281
2132563976,88810485,"870 Mayson Turner Rd NW UNIT 1424",Atlanta,GA,30314,207900,"Multi Family",Other,1080,"Square Feet",1080,"Square Feet","2024-11-20 23:54:06",51114,282
35836184,35836183,"1074 Arlington Ave SW",Atlanta,GA,30310,325000,"Single Family",Sold,2485,"Square Feet",7535,"Square Feet","2024-11-20 23:54:06",11975,283
35920166,35920196,"1749 Ridge Valley Ct NW",Atlanta,GA,30327,664500,"Single Family",Other,2168,"Square Feet",0,Acres,"2024-11-20 23:54:06",8626,284
112432138,112432238,"1820 Peachtree St NW UNIT 315",Atlanta,GA,30309,600000,Condo,Sold,1524,"Square Feet",1525,"Square Feet","2024-11-20 23:54:06",8529,285
35836184,35836195,"1078 Arlington Ave SW",Atlanta,GA,30310,300000,"Single Family",Other,2268,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",11975,286
249112337,35830528,"799 Dill Ave SW",Atlanta,GA,30310,519000,"Single Family","Recently Sold",2378,"Square Feet",7928,"Square Feet","2024-11-20 23:54:06",12045,287
82619915,69379930,"821 Ralph McGill Blvd NE APT 2316",Atlanta,GA,30306,310000,Condo,Sold,900,"Square Feet",902,"Square Feet","2024-11-20 23:54:06",5669,288
249112337,35830528,"799 Dill Ave SW",Atlanta,GA,30310,519000,"Single Family","Recently Sold",2378,"Square Feet",7928,"Square Feet","2024-11-20 22:18:43",12045,289
14469931,14469929,"146 Martha Ave",Atlanta,GA,30317,501000,"Single Family",Other,1191,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5061,290
112432138,112432238,"1820 Peachtree St NW UNIT 315",Atlanta,GA,30309,600000,Condo,Sold,1524,"Square Feet",1525,"Square Feet","2024-11-20 22:18:43",8529,291
35836184,35836194,"1082 Arlington Ave SW",Atlanta,GA,30310,432000,"Multi Family",Other,2238,"Square Feet",6534,"Square Feet","2024-11-20 23:54:06",11975,292
82619915,69367972,"821 Ralph McGill Blvd NE APT 2318",Atlanta,GA,30306,285555,Condo,"Recently Sold",800,"Square Feet",784,"Square Feet","2024-11-20 23:54:06",5669,293
348934176,14466474,"207 Palatka St SE",Atlanta,GA,30317,349400,"Single Family",Other,1140,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5148,294
112432138,112432739,"1820 Peachtree St NW UNIT 808",Atlanta,GA,30309,717000,Condo,"Recently Sold",1709,"Square Feet",1708,"Square Feet","2024-11-20 23:54:06",8529,295
249112337,35830524,"803 Dill Ave SW",Atlanta,GA,30310,304800,"Single Family",Other,1806,"Square Feet",8598,"Square Feet","2024-11-20 23:54:06",12045,296
14469931,14469929,"146 Martha Ave",Atlanta,GA,30317,501000,"Single Family",Other,1191,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5061,297
14466329,14466322,"93 Howard St",Atlanta,GA,30317,539400,Townhouse,Other,1800,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5156,298
348934176,14466474,"207 Palatka St SE",Atlanta,GA,30317,349400,"Single Family",Other,1140,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5148,299
82619915,69367972,"821 Ralph McGill Blvd NE APT 2318",Atlanta,GA,30306,285555,Condo,"Recently Sold",800,"Square Feet",784,"Square Feet","2024-11-20 22:18:43",5669,300
249112337,35830524,"803 Dill Ave SW",Atlanta,GA,30310,304800,"Single Family",Other,1806,"Square Feet",8598,"Square Feet","2024-11-20 22:18:43",12045,301
35920166,35920202,"1758 Ridge Valley Ct NW",Atlanta,GA,30327,1112700,"Single Family",Other,3366,"Square Feet",1,Acres,"2024-11-20 23:54:06",8626,302
442743343,35888509,"20 Marietta St NW APT 9D",Atlanta,GA,30303,110000,Condo,"For Sale",442,"Square Feet",0,"Square Feet","2024-11-20 23:54:06",5660,303
14466329,14466322,"93 Howard St",Atlanta,GA,30317,539400,Townhouse,Other,1800,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5156,304
348934176,2053637303,"203 Color Cir SE #35",Atlanta,GA,30317,452172,Townhouse,Sold,0,"Square Feet",0,"Square Feet","2024-11-20 22:18:43",5148,305
82619915,69366180,"821 Ralph McGill Blvd NE APT 2414",Atlanta,GA,30306,349000,Condo,"Recently Sold",900,"Square Feet",902,"Square Feet","2024-11-20 22:18:43",5669,306
249112337,35830513,"804 Erin Ave SW",Atlanta,GA,30310,213500,"Single Family",Other,1040,"Square Feet",6651,"Square Feet","2024-11-20 23:54:06",12045,307
35920166,35920201,"1766 Ridge Valley Ct NW",Atlanta,GA,30327,930000,"Single Family","Recently Sold",3285,"Square Feet",1,Acres,"2024-11-20 23:54:06",8626,308
82619915,69366180,"821 Ralph McGill Blvd NE APT 2414",Atlanta,GA,30306,349000,Condo,"Recently Sold",900,"Square Feet",902,"Square Feet","2024-11-20 23:54:06",5669,309
35920166,35920201,"1766 Ridge Valley Ct NW",Atlanta,GA,30327,930000,"Single Family","Recently Sold",3285,"Square Feet",1,Acres,"2024-11-20 22:18:43",8626,310
82619915,82612087,"821 Ralph McGill Blvd NE APT 3104",Atlanta,GA,30306,310000,Condo,"For Sale",646,"Square Feet",653,"Square Feet","2024-11-20 22:18:43",5669,311
14445862,14446905,"1115 Bouldercrest Dr",Atlanta,GA,30316,426400,"Single Family",Other,1564,"Square Feet",0,Acres,"2024-11-20 23:54:06",5151,312
82619915,82612087,"821 Ralph McGill Blvd NE APT 3104",Atlanta,GA,30306,310000,Condo,"For Sale",646,"Square Feet",653,"Square Feet","2024-11-20 23:54:06",5669,313
14445862,14446905,"1115 Bouldercrest Dr",Atlanta,GA,30316,426400,"Single Family",Other,1564,"Square Feet",0,Acres,"2024-11-20 22:18:43",5151,314
82619915,82613266,"821 Ralph McGill Blvd NE APT 3404",Atlanta,GA,30306,275000,Condo,"For Sale",646,"Square Feet",645,"Square Feet","2024-11-20 22:18:43",5669,315
14445862,14445866,"1143 Bouldercrest Dr",Atlanta,GA,30316,11300,"Single Family",Other,1098,"Square Feet",4356,"Square Feet","2024-11-20 22:18:43",5151,316
82619915,82613266,"821 Ralph McGill Blvd NE APT 3404",Atlanta,GA,30306,275000,Condo,"For Sale",646,"Square Feet",645,"Square Feet","2024-11-20 23:54:06",5669,317
14445862,14445866,"1143 Bouldercrest Dr",Atlanta,GA,30316,11300,"Single Family",Other,1098,"Square Feet",4356,"Square Feet","2024-11-20 23:54:06",5151,318
