zpid,zpidComp,addressComp,cityComp,stateComp,zipComp,priceComp,homeTypeComp,homeStatusComp,livingAreaValueComp,livingAreaUnitsComp,lotAreaValueComp,lotAreaUnitsComp,lastUpdated,lsi_id,lnh_id
14532620,14532618,"1096 Janes Ln",Atlanta,GA,30324,585700,"Single Family",Other,1738,"Square Feet",1,Acres,"2024-11-20 23:54:06",22640,319
14445862,14445863,"1144 Bouldercrest Dr",Atlanta,GA,30316,476300,"Single Family",Other,1560,"Square Feet",1,Acres,"2024-11-20 22:18:43",5151,320
14532620,14532618,"1096 Janes Ln",Atlanta,GA,30324,585700,"Single Family",Other,1738,"Square Feet",1,Acres,"2024-11-20 22:18:43",22640,321
14466329,14466318,"111 Howard St",Atlanta,GA,30317,1347600,"Single Family",Other,4618,"Square Feet",0,Acres,"2024-11-20 22:18:43",5156,322
14445862,14445863,"1144 Bouldercrest Dr",Atlanta,GA,30316,476300,"Single Family",Other,1560,"Square Feet",1,Acres,"2024-11-20 23:54:06",5151,323
14469931,14469944,"155 Sisson Ave NE",Atlanta,GA,30317,626300,"Single Family",Other,1430,"Square Feet",1,Acres,"2024-11-20 22:18:43",5061,324
14466329,14466318,"111 Howard St",Atlanta,GA,30317,1347600,"Single Family",Other,4618,"Square Feet",0,Acres,"2024-11-20 23:54:06",5156,325
14445862,14446878,"1112 Bouldercrest Dr SE",Atlanta,GA,30316,245500,"Single Family",Other,952,"Square Feet",1,Acres,"2024-11-20 22:18:43",5151,326
14469931,14469932,"160 Martha Ave NE",Atlanta,GA,30317,375400,"Single Family",Other,1044,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5061,327
14466329,14466321,"99 Howard St NE",Atlanta,GA,30317,1000000,"Single Family","Recently Sold",1424,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5156,328
14445862,14446878,"1112 Bouldercrest Dr SE",Atlanta,GA,30316,245500,"Single Family",Other,952,"Square Feet",1,Acres,"2024-11-20 23:54:06",5151,329
14469931,14469932,"160 Martha Ave NE",Atlanta,GA,30317,375400,"Single Family",Other,1044,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5061,330
14466329,14466321,"99 Howard St NE",Atlanta,GA,30317,1000000,"Single Family","Recently Sold",1424,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5156,331
14469931,14469942,"163 Sisson Ave NE",Atlanta,GA,30317,476300,"Single Family",Other,1119,"Square Feet",4356,"Square Feet","2024-11-20 23:54:06",5061,332
14466329,14466320,"103 Howard St NE",Atlanta,GA,30317,872500,"Single Family","Recently Sold",0,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5156,333
14532620,14532621,"1110 Janes Ln",Atlanta,GA,30324,543200,"Single Family",Other,1338,"Square Feet",1,Acres,"2024-11-20 22:18:43",22640,334
14469931,14469942,"163 Sisson Ave NE",Atlanta,GA,30317,476300,"Single Family",Other,1119,"Square Feet",4356,"Square Feet","2024-11-20 22:18:43",5061,335
14466329,14466320,"103 Howard St NE",Atlanta,GA,30317,872500,"Single Family","Recently Sold",0,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5156,336
14532620,14532621,"1110 Janes Ln",Atlanta,GA,30324,543200,"Single Family",Other,1338,"Square Feet",1,Acres,"2024-11-20 23:54:06",22640,337
92193324,92191943,"1199 Huff Rd NW",Atlanta,GA,30318,819400,"Single Family",Other,1965,"Square Feet",1,Acres,"2024-11-20 22:18:43",8610,338
14532620,14532617,"1090 Janes Ln NE",Atlanta,GA,30324,678000,"Single Family",Other,3200,"Square Feet",1,Acres,"2024-11-20 23:54:06",22640,339
14466329,14469085,"119 Howard St NE",Atlanta,GA,30317,880700,"Single Family",Other,2376,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5156,340
14445862,14446879,"1114 Bouldercrest Dr SE",Atlanta,GA,30316,685000,"Single Family",Other,3464,"Square Feet",1,Acres,"2024-11-20 23:54:06",5151,341
92193324,92191943,"1199 Huff Rd NW",Atlanta,GA,30318,819400,"Single Family",Other,1965,"Square Feet",1,Acres,"2024-11-20 23:54:06",8610,342
14532620,14532617,"1090 Janes Ln NE",Atlanta,GA,30324,678000,"Single Family",Other,3200,"Square Feet",1,Acres,"2024-11-20 22:18:43",22640,343
14466329,14469085,"119 Howard St NE",Atlanta,GA,30317,880700,"Single Family",Other,2376,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5156,344
14445862,14446879,"1114 Bouldercrest Dr SE",Atlanta,GA,30316,685000,"Single Family",Other,3464,"Square Feet",1,Acres,"2024-11-20 22:18:43",5151,345
92193324,92191767,"1199 Huff Rd NW UNIT 101",Atlanta,GA,30318,650000,Townhouse,Sold,1986,"Square Feet",1307,"Square Feet","2024-11-20 22:18:43",8610,346
14532620,14532622,"1114 Janes Ln NE",Atlanta,GA,30324,1129800,"Single Family",Other,3841,"Square Feet",1,Acres,"2024-11-20 22:18:43",22640,347
14466329,14466319,"107 N Howard St NE",Atlanta,GA,30317,875200,"Single Family",Other,2414,"Square Feet",1,Acres,"2024-11-20 22:18:43",5156,348
14445862,59933849,"1142 Bouldercrest Dr SE",Atlanta,GA,30316,577500,"Single Family",Other,2392,"Square Feet",0,Acres,"2024-11-20 22:18:43",5151,349
92193324,92191767,"1199 Huff Rd NW UNIT 101",Atlanta,GA,30318,650000,Townhouse,Sold,1986,"Square Feet",1307,"Square Feet","2024-11-20 23:54:06",8610,350
14532620,14532622,"1114 Janes Ln NE",Atlanta,GA,30324,1129800,"Single Family",Other,3841,"Square Feet",1,Acres,"2024-11-20 23:54:06",22640,351
14466329,14466319,"107 N Howard St NE",Atlanta,GA,30317,875200,"Single Family",Other,2414,"Square Feet",1,Acres,"2024-11-20 23:54:06",5156,352
14445862,59933849,"1142 Bouldercrest Dr SE",Atlanta,GA,30316,577500,"Single Family",Other,2392,"Square Feet",0,Acres,"2024-11-20 23:54:06",5151,353
92193324,92191854,"1199 Huff Rd NW UNIT 102",Atlanta,GA,30318,609600,Townhouse,Other,1965,"Square Feet",1306,"Square Feet","2024-11-20 23:54:06",8610,354
14466329,14466323,"1986 Hallman St NE",Atlanta,GA,30317,12500,Lot,Other,1820,"Square Feet",4356,"Square Feet","2024-11-20 23:54:06",5156,355
14445862,14445864,"1420 Orange Blossom Ter",Atlanta,GA,30316,557100,"Single Family",Other,2332,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5151,356
92193324,92191854,"1199 Huff Rd NW UNIT 102",Atlanta,GA,30318,609600,Townhouse,Other,1965,"Square Feet",1306,"Square Feet","2024-11-20 22:18:43",8610,357
35884082,35884081,"2667 Altaview Dr SE",Atlanta,GA,30354,164200,"Single Family",Other,1118,"Square Feet",0,Acres,"2024-11-20 23:54:06",5009,358
35839311,35839310,"163 Moreland Ave SE",Atlanta,GA,30316,496400,"Single Family",Other,1550,"Square Feet",7248,"Square Feet","2024-11-20 22:18:43",5146,359
2052960351,2054363453,"469 Emily Reed Ln",Atlanta,GA,30342,3900000,"Single Family","For Sale",9254,"Square Feet",0,Acres,"2024-11-20 22:18:43",8634,360
35884082,35884091,"2668 Altaview Dr SE",Atlanta,GA,30354,225700,"Single Family",Other,1968,"Square Feet",0,Acres,"2024-11-20 23:54:06",5009,361
69380923,69371103,"2277 Peachtree Rd NE UNIT 702",Atlanta,GA,30309,325000,Condo,"For Sale",1242,"Square Feet",1241,"Square Feet","2024-11-20 23:54:06",8602,362
35839311,35839312,"175 Moreland Ave SE",Atlanta,GA,30316,753900,"Single Family",Other,1900,"Square Feet",7492,"Square Feet","2024-11-20 23:54:06",5146,363
2052960351,2054363453,"469 Emily Reed Ln",Atlanta,GA,30342,3900000,"Single Family","For Sale",9254,"Square Feet",0,Acres,"2024-11-20 23:54:06",8634,364
69380923,69378887,"2277 Peachtree Rd NE UNIT 709",Atlanta,GA,30309,270000,Condo,Sold,871,"Square Feet",871,"Square Feet","2024-11-20 22:18:43",8602,365
35839311,35839312,"175 Moreland Ave SE",Atlanta,GA,30316,753900,"Single Family",Other,1900,"Square Feet",7492,"Square Feet","2024-11-20 22:18:43",5146,366
2052960351,35933867,"3974 Whittington Dr NE",Atlanta,GA,30342,1163600,"Single Family",Other,2396,"Square Feet",0,Acres,"2024-11-20 23:54:06",8634,367
69380923,69378887,"2277 Peachtree Rd NE UNIT 709",Atlanta,GA,30309,270000,Condo,Sold,871,"Square Feet",871,"Square Feet","2024-11-20 23:54:06",8602,368
35839311,440873185,"183 Moreland Ave SE #101",Atlanta,GA,30316,530000,Townhouse,"For Sale",1994,"Square Feet",87,"Square Feet","2024-11-20 22:18:43",5146,369
442743343,35888509,"20 Marietta St NW APT 9D",Atlanta,GA,30303,110000,Condo,"For Sale",442,"Square Feet",0,"Square Feet","2024-11-20 22:18:43",5660,370
14469931,14469930,"150 Martha Ave",Atlanta,GA,30317,530600,"Single Family",Other,1360,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5061,371
249112337,35830513,"804 Erin Ave SW",Atlanta,GA,30310,213500,"Single Family",Other,1040,"Square Feet",6651,"Square Feet","2024-11-20 22:18:43",12045,372
14469931,14469930,"150 Martha Ave",Atlanta,GA,30317,530600,"Single Family",Other,1360,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5061,373
442743343,35888519,"20 Marietta St NW APT 11B",Atlanta,GA,30303,195000,Condo,"Recently Sold",1156,"Square Feet",1154,"Square Feet","2024-11-20 23:54:06",5660,374
35876948,35876947,"347 Elvira St SE",Atlanta,GA,30315,325400,"Single Family",Other,1394,"Square Feet",3484,"Square Feet","2024-11-20 22:18:43",5155,375
14469931,14469943,"159 Sisson Ave",Atlanta,GA,30317,585000,"Single Family",Sold,1602,"Square Feet",4356,"Square Feet","2024-11-20 22:18:43",5061,376
442743343,35888519,"20 Marietta St NW APT 11B",Atlanta,GA,30303,195000,Condo,"Recently Sold",1156,"Square Feet",1154,"Square Feet","2024-11-20 22:18:43",5660,377
35918440,35918438,"1403 Lanier Pl NE",Atlanta,GA,30306,1140700,"Single Family",Other,2498,"Square Feet",10018,"Square Feet","2024-11-20 22:18:43",5668,378
442743343,35888533,"20 Marietta St NW APT 13D",Atlanta,GA,30303,127000,Condo,Pending,442,"Square Feet",440,"Square Feet","2024-11-20 23:54:06",5660,379
2053081150,2053641261,"1827 Gotham Ln #20",Atlanta,GA,30324,684995,Townhouse,"Recently Sold",1851,"Square Feet",0,Acres,"2024-11-20 22:18:43",5663,380
442743343,35888533,"20 Marietta St NW APT 13D",Atlanta,GA,30303,127000,Condo,Pending,442,"Square Feet",440,"Square Feet","2024-11-20 22:18:43",5660,381
35876948,35876947,"347 Elvira St SE",Atlanta,GA,30315,325400,"Single Family",Other,1394,"Square Feet",3484,"Square Feet","2024-11-20 23:54:06",5155,382
65466425,65466381,"700 Park Regency Pl NE APT 904",Atlanta,GA,30326,459000,Condo,Sold,1680,"Square Feet",1681,"Square Feet","2024-11-20 23:54:06",8539,383
35884082,35884092,"2658 Altaview Dr SE",Atlanta,GA,30354,215500,"Single Family",Other,1428,"Square Feet",0,Acres,"2024-11-20 23:54:06",5009,384
249112337,35830511,"812 Erin Ave SW",Atlanta,GA,30310,251600,"Single Family",Other,1064,"Square Feet",7548,"Square Feet","2024-11-20 23:54:06",12045,385
35918440,35918437,"1407 Lanier Pl NE",Atlanta,GA,30306,1247500,"Single Family","Recently Sold",3046,"Square Feet",10498,"Square Feet","2024-11-20 23:54:06",5668,386
14520373,14519709,"1940 Edinburgh Ter NE",Atlanta,GA,30307,698800,"Single Family",Other,1865,"Square Feet",0,Acres,"2024-11-20 23:54:06",22636,387
35876948,35876928,"352 Elvira St SE",Atlanta,GA,30315,308000,"Single Family",Other,1078,"Square Feet",9844,"Square Feet","2024-11-20 22:18:43",5155,388
2053081150,2053641261,"1827 Gotham Ln #20",Atlanta,GA,30324,684995,Townhouse,"Recently Sold",1851,"Square Feet",0,Acres,"2024-11-20 23:54:06",5663,389
35918440,35918437,"1407 Lanier Pl NE",Atlanta,GA,30306,1247500,"Single Family","Recently Sold",3046,"Square Feet",10498,"Square Feet","2024-11-20 22:18:43",5668,390
14520373,14519709,"1940 Edinburgh Ter NE",Atlanta,GA,30307,698800,"Single Family",Other,1865,"Square Feet",0,Acres,"2024-11-20 22:18:43",22636,391
2053081150,2053641268,"1828 Gotham Ln #34",Atlanta,GA,30324,738715,Townhouse,Sold,2094,"Square Feet",0,Acres,"2024-11-20 22:18:43",5663,392
35918440,35918441,"1413 Lanier Pl NE",Atlanta,GA,30306,982200,"Multi Family",Other,600,"Square Feet",0,Acres,"2024-11-20 23:54:06",5668,393
14520373,14519710,"1946 Edinburgh Ter NE",Atlanta,GA,30307,487300,"Single Family",Other,1638,"Square Feet",0,Acres,"2024-11-20 22:18:43",22636,394
2053081150,2053641268,"1828 Gotham Ln #34",Atlanta,GA,30324,738715,Townhouse,Sold,2094,"Square Feet",0,Acres,"2024-11-20 23:54:06",5663,395
35918440,35918441,"1413 Lanier Pl NE",Atlanta,GA,30306,982200,"Multi Family",Other,600,"Square Feet",0,Acres,"2024-11-20 22:18:43",5668,396
14520373,14519710,"1946 Edinburgh Ter NE",Atlanta,GA,30307,487300,"Single Family",Other,1638,"Square Feet",0,Acres,"2024-11-20 23:54:06",22636,397
2053081150,2053639125,"1830 Gotham Ln #33",Atlanta,GA,30324,728720,Townhouse,Sold,2094,"Square Feet",0,Acres,"2024-11-20 22:18:43",5663,398
35918440,35918442,"1415 Lanier Pl NE",Atlanta,GA,30306,904100,"Single Family",Other,1703,"Square Feet",6621,"Square Feet","2024-11-20 23:54:06",5668,399
14532408,14532410,"1125 Vista Trl",Atlanta,GA,30324,633200,"Single Family",Other,2000,"Square Feet",0,Acres,"2024-11-20 23:54:06",22641,400
35918440,35918442,"1415 Lanier Pl NE",Atlanta,GA,30306,904100,"Single Family",Other,1703,"Square Feet",6621,"Square Feet","2024-11-20 22:18:43",5668,401
2053081150,2053639125,"1830 Gotham Ln #33",Atlanta,GA,30324,728720,Townhouse,Sold,2094,"Square Feet",0,Acres,"2024-11-20 23:54:06",5663,402
35876948,35876928,"352 Elvira St SE",Atlanta,GA,30315,308000,"Single Family",Other,1078,"Square Feet",9844,"Square Feet","2024-11-20 23:54:06",5155,403
14532408,14532410,"1125 Vista Trl",Atlanta,GA,30324,633200,"Single Family",Other,2000,"Square Feet",0,Acres,"2024-11-20 22:18:43",22641,404
35918440,35918436,"1423 High Point Pl NE",Atlanta,GA,30306,906900,"Single Family",Other,1540,"Square Feet",6577,"Square Feet","2024-11-20 23:54:06",5668,405
2053081150,2053639063,"1762 Beckham Pl NE #51",Atlanta,GA,30324,834311,Townhouse,Sold,2064,"Square Feet",0,Acres,"2024-11-20 23:54:06",5663,406
35876948,35876927,"360 Elvira St SE",Atlanta,GA,30315,615300,"Single Family",Other,1888,"Square Feet",10001,"Square Feet","2024-11-20 22:18:43",5155,407
14532408,14532396,"1122 Shepherds Ln",Atlanta,GA,30324,496900,"Single Family",Other,1126,"Square Feet",0,Acres,"2024-11-20 22:18:43",22641,408
35918440,35918436,"1423 High Point Pl NE",Atlanta,GA,30306,906900,"Single Family",Other,1540,"Square Feet",6577,"Square Feet","2024-11-20 22:18:43",5668,409
2053081150,2053639063,"1762 Beckham Pl NE #51",Atlanta,GA,30324,834311,Townhouse,Sold,2064,"Square Feet",0,Acres,"2024-11-20 22:18:43",5663,410
35876948,35876927,"360 Elvira St SE",Atlanta,GA,30315,615300,"Single Family",Other,1888,"Square Feet",10001,"Square Feet","2024-11-20 23:54:06",5155,411
14532408,14532396,"1122 Shepherds Ln",Atlanta,GA,30324,496900,"Single Family",Other,1126,"Square Feet",0,Acres,"2024-11-20 23:54:06",22641,412
35863145,35863176,"2464 Poole Rd SW",Atlanta,GA,30311,311000,"Single Family",Other,1709,"Square Feet",1,Acres,"2024-11-20 23:54:06",5588,413
2053081150,2053641257,"1766 Beckham Pl NE #49",Atlanta,GA,30324,789736,Townhouse,Sold,2090,"Square Feet",0,Acres,"2024-11-20 23:54:06",5663,414
35876948,35876925,"368 Elvira St SE",Atlanta,GA,30315,344700,"Single Family",Other,1093,"Square Feet",10018,"Square Feet","2024-11-20 23:54:06",5155,415
14466329,14466323,"1986 Hallman St NE",Atlanta,GA,30317,12500,Lot,Other,1820,"Square Feet",4356,"Square Feet","2024-11-20 22:18:43",5156,416
14445862,14445864,"1420 Orange Blossom Ter",Atlanta,GA,30316,557100,"Single Family",Other,2332,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5151,417
14532620,14532623,"1120 Janes Ln NE",Atlanta,GA,30324,395400,"Single Family",Other,1204,"Square Feet",1,Acres,"2024-11-20 22:18:43",22640,418
35847449,35847450,"1670 S Olympian Way SW",Atlanta,GA,30310,177600,"Single Family",Other,1040,"Square Feet",6351,"Square Feet","2024-11-20 23:54:06",10502,419
2052960351,35933867,"3974 Whittington Dr NE",Atlanta,GA,30342,1163600,"Single Family",Other,2396,"Square Feet",0,Acres,"2024-11-20 22:18:43",8634,420
69380923,69377678,"2277 Peachtree Rd NE UNIT 811",Atlanta,GA,30309,250000,Condo,"For Sale",737,"Square Feet",736,"Square Feet","2024-11-20 23:54:06",8602,421
35839311,440873185,"183 Moreland Ave SE #101",Atlanta,GA,30316,530000,Townhouse,"For Sale",1994,"Square Feet",87,"Square Feet","2024-11-20 23:54:06",5146,422
35857765,35857730,"191 Florida Ave SW",Atlanta,GA,30310,211900,"Single Family",Other,987,"Square Feet",9748,"Square Feet","2024-11-20 22:18:43",5587,423
69380923,69377678,"2277 Peachtree Rd NE UNIT 811",Atlanta,GA,30309,250000,Condo,"For Sale",737,"Square Feet",736,"Square Feet","2024-11-20 22:18:43",8602,424
35839311,440924786,"183 Moreland Ave SE #105",Atlanta,GA,30316,520000,Townhouse,"For Sale",1991,"Square Feet",87,"Square Feet","2024-11-20 22:18:43",5146,425
35857765,35857730,"191 Florida Ave SW",Atlanta,GA,30310,211900,"Single Family",Other,987,"Square Feet",9748,"Square Feet","2024-11-20 23:54:06",5587,426
35839311,440924786,"183 Moreland Ave SE #105",Atlanta,GA,30316,520000,Townhouse,"For Sale",1991,"Square Feet",87,"Square Feet","2024-11-20 23:54:06",5146,427
2054363453,35933847,"1 Emma Ln NE",Atlanta,GA,30342,30000,Lot,Sold,100,"Square Feet",7,Acres,"2024-11-20 23:54:06",8638,428
35857765,35857731,"195 Florida Ave SW",Atlanta,GA,30310,153700,"Single Family",Other,1105,"Square Feet",9748,"Square Feet","2024-11-20 22:18:43",5587,429
2054363453,35933847,"1 Emma Ln NE",Atlanta,GA,30342,30000,Lot,Sold,100,"Square Feet",7,Acres,"2024-11-20 22:18:43",8638,430
35842129,35842132,"1350 Allegheny St SW",Atlanta,GA,30310,332500,"Single Family",Other,2406,"Square Feet",0,Acres,"2024-11-20 22:18:43",10500,431
35863145,35863176,"2464 Poole Rd SW",Atlanta,GA,30311,311000,"Single Family",Other,1709,"Square Feet",1,Acres,"2024-11-20 22:18:43",5588,432
2053081150,2053641257,"1766 Beckham Pl NE #49",Atlanta,GA,30324,789736,Townhouse,Sold,2090,"Square Feet",0,Acres,"2024-11-20 22:18:43",5663,433
35876948,35876925,"368 Elvira St SE",Atlanta,GA,30315,344700,"Single Family",Other,1093,"Square Feet",10018,"Square Feet","2024-11-20 22:18:43",5155,434
35863145,35863187,"2463 Ovidia Cir SW",Atlanta,GA,30311,192100,"Single Family",Other,1552,"Square Feet",1,Acres,"2024-11-20 22:18:43",5588,435
348774978,35909079,"546 Trabert Ave NW",Atlanta,GA,30309,454700,"Single Family",Other,1036,"Square Feet",8250,"Square Feet","2024-11-20 22:18:43",8614,436
65466425,65466385,"700 Park Regency Pl NE APT 1001",Atlanta,GA,30326,200000,Condo,"Recently Sold",861,"Square Feet",0,"Square Feet","2024-11-20 23:54:06",8539,437
35876948,35876949,"1381 Miller Reed Ave SE",Atlanta,GA,30315,514800,"Single Family",Other,1653,"Square Feet",10628,"Square Feet","2024-11-20 23:54:06",5155,438
14532408,14532409,"1129 Vista Trl NE",Atlanta,GA,30324,517300,"Single Family",Other,1204,"Square Feet",0,Acres,"2024-11-20 22:18:43",22641,439
65466425,65466385,"700 Park Regency Pl NE APT 1001",Atlanta,GA,30326,200000,Condo,"Recently Sold",861,"Square Feet",0,"Square Feet","2024-11-20 22:18:43",8539,440
35863145,35863187,"2463 Ovidia Cir SW",Atlanta,GA,30311,192100,"Single Family",Other,1552,"Square Feet",1,Acres,"2024-11-20 23:54:06",5588,441
14469931,14469943,"159 Sisson Ave",Atlanta,GA,30317,585000,"Single Family",Sold,1602,"Square Feet",4356,"Square Feet","2024-11-20 23:54:06",5061,442
348774978,35909079,"546 Trabert Ave NW",Atlanta,GA,30309,454700,"Single Family",Other,1036,"Square Feet",8250,"Square Feet","2024-11-20 23:54:06",8614,443
65466425,65466395,"700 Park Regency Pl NE APT 1103",Atlanta,GA,30326,600000,Condo,Pending,1703,"Square Feet",1703,"Square Feet","2024-11-20 23:54:06",8539,444
35876948,35876949,"1381 Miller Reed Ave SE",Atlanta,GA,30315,514800,"Single Family",Other,1653,"Square Feet",10628,"Square Feet","2024-11-20 22:18:43",5155,445
14469931,14469933,"166 Martha Ave",Atlanta,GA,30317,697900,"Single Family",Other,1778,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",5061,446
65466425,65466395,"700 Park Regency Pl NE APT 1103",Atlanta,GA,30326,600000,Condo,Pending,1703,"Square Feet",1703,"Square Feet","2024-11-20 22:18:43",8539,447
14532408,14532409,"1129 Vista Trl NE",Atlanta,GA,30324,517300,"Single Family",Other,1204,"Square Feet",0,Acres,"2024-11-20 23:54:06",22641,448
14469931,14469933,"166 Martha Ave",Atlanta,GA,30317,697900,"Single Family",Other,1778,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",5061,449
65466425,65466398,"700 Park Regency Pl NE APT 1106",Atlanta,GA,30326,575000,Condo,"Recently Sold",1667,"Square Feet",1668,"Square Feet","2024-11-20 22:18:43",8539,450
14469931,14469945,"151 Sisson Ave NE",Atlanta,GA,30317,388000,"Single Family",Other,998,"Square Feet",4356,"Square Feet","2024-11-20 23:54:06",5061,451
442742092,35932646,"430 Lindbergh Dr NE APT B3",Atlanta,GA,30305,225700,Condo,Other,1188,"Square Feet",1189,"Square Feet","2024-11-20 23:54:06",8618,452
35863145,35863188,"2471 Ovidia Cir SW",Atlanta,GA,30311,205000,"Single Family",Other,1388,"Square Feet",0,Acres,"2024-11-20 22:18:43",5588,453
348774978,35909078,"550 Trabert Ave NW",Atlanta,GA,30309,559700,"Single Family",Other,1373,"Square Feet",8250,"Square Feet","2024-11-20 22:18:43",8614,454
35876948,35876950,"1385 Miller Reed Ave SE",Atlanta,GA,30315,370400,"Single Family",Other,1372,"Square Feet",10598,"Square Feet","2024-11-20 23:54:06",5155,455
14532408,14532407,"1139 Vista Trl NE",Atlanta,GA,30324,745000,"Single Family","Recently Sold",1955,"Square Feet",1,Acres,"2024-11-20 23:54:06",22641,456
35863145,35863188,"2471 Ovidia Cir SW",Atlanta,GA,30311,205000,"Single Family",Other,1388,"Square Feet",0,Acres,"2024-11-20 23:54:06",5588,457
348774978,35909078,"550 Trabert Ave NW",Atlanta,GA,30309,559700,"Single Family",Other,1373,"Square Feet",8250,"Square Feet","2024-11-20 23:54:06",8614,458
35876948,35876950,"1385 Miller Reed Ave SE",Atlanta,GA,30315,370400,"Single Family",Other,1372,"Square Feet",10598,"Square Feet","2024-11-20 22:18:43",5155,459
14532408,14532407,"1139 Vista Trl NE",Atlanta,GA,30324,745000,"Single Family","Recently Sold",1955,"Square Feet",1,Acres,"2024-11-20 22:18:43",22641,460
35863145,35863138,"1342 Willis Mill Rd SW",Atlanta,GA,30311,184239,"Single Family","Recently Sold",2497,"Square Feet",0,Acres,"2024-11-20 23:54:06",5588,461
348774978,35909077,"556 Trabert Ave NW",Atlanta,GA,30309,679400,"Single Family",Other,1354,"Square Feet",8250,"Square Feet","2024-11-20 22:18:43",8614,462
35911508,35911486,"3460 Paces Valley Rd NW",Atlanta,GA,30327,2946300,"Single Family",Other,7619,"Square Feet",2,Acres,"2024-11-20 23:54:06",8640,463
35863145,35863138,"1342 Willis Mill Rd SW",Atlanta,GA,30311,184239,"Single Family","Recently Sold",2497,"Square Feet",0,Acres,"2024-11-20 22:18:43",5588,464
348774978,35909077,"556 Trabert Ave NW",Atlanta,GA,30309,679400,"Single Family",Other,1354,"Square Feet",8250,"Square Feet","2024-11-20 23:54:06",8614,465
35911508,35911486,"3460 Paces Valley Rd NW",Atlanta,GA,30327,2946300,"Single Family",Other,7619,"Square Feet",2,Acres,"2024-11-20 22:18:43",8640,466
35863145,35863139,"1350 Willis Mill Rd SW",Atlanta,GA,30311,320500,"Single Family",Other,1817,"Square Feet",0,Acres,"2024-11-20 22:18:43",5588,467
348774978,35909076,"560 Trabert Ave NW",Atlanta,GA,30309,241100,"Single Family",Other,1058,"Square Feet",1,Acres,"2024-11-20 23:54:06",8614,468
35911508,35911485,"3480 Paces Valley Rd NW",Atlanta,GA,30327,1796700,"Single Family",Other,3704,"Square Feet",2,Acres,"2024-11-20 23:54:06",8640,469
35863145,35863139,"1350 Willis Mill Rd SW",Atlanta,GA,30311,320500,"Single Family",Other,1817,"Square Feet",0,Acres,"2024-11-20 23:54:06",5588,470
14532408,14532406,"1143 Vista Trl NE",Atlanta,GA,30324,540000,"Single Family",Other,1972,"Square Feet",0,Acres,"2024-11-20 23:54:06",22641,471
348774978,35909076,"560 Trabert Ave NW",Atlanta,GA,30309,241100,"Single Family",Other,1058,"Square Feet",1,Acres,"2024-11-20 22:18:43",8614,472
35911508,35911485,"3480 Paces Valley Rd NW",Atlanta,GA,30327,1796700,"Single Family",Other,3704,"Square Feet",2,Acres,"2024-11-20 22:18:43",8640,473
35863145,35863140,"1356 Willis Mill Rd SW",Atlanta,GA,30311,234100,"Single Family",Other,1530,"Square Feet",0,Acres,"2024-11-20 23:54:06",5588,474
14532408,14532406,"1143 Vista Trl NE",Atlanta,GA,30324,540000,"Single Family",Other,1972,"Square Feet",0,Acres,"2024-11-20 22:18:43",22641,475
35911508,35911507,"3481 Paces Valley Rd NW",Atlanta,GA,30327,2324100,"Single Family",Other,6545,"Square Feet",1,Acres,"2024-11-20 23:54:06",8640,476
35863145,35863140,"1356 Willis Mill Rd SW",Atlanta,GA,30311,234100,"Single Family",Other,1530,"Square Feet",0,Acres,"2024-11-20 22:18:43",5588,477
14532408,14532394,"1112 Shepherds Ln NE",Atlanta,GA,30324,911800,"Single Family",Other,1112,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",22641,478
35911508,35911507,"3481 Paces Valley Rd NW",Atlanta,GA,30327,2324100,"Single Family",Other,6545,"Square Feet",1,Acres,"2024-11-20 22:18:43",8640,479
35863145,35863144,"1372 Willis Mill Rd SW",Atlanta,GA,30311,181400,Townhouse,Other,1401,"Square Feet",0,Acres,"2024-11-20 22:18:43",5588,480
14532408,14532394,"1112 Shepherds Ln NE",Atlanta,GA,30324,911800,"Single Family",Other,1112,"Square Feet",8712,"Square Feet","2024-11-20 23:54:06",22641,481
35911508,35911506,"3497 Paces Valley Rd NW",Atlanta,GA,30327,2930000,"Single Family",Sold,7400,"Square Feet",1,Acres,"2024-11-20 23:54:06",8640,482
35863145,35863144,"1372 Willis Mill Rd SW",Atlanta,GA,30311,181400,Townhouse,Other,1401,"Square Feet",0,Acres,"2024-11-20 23:54:06",5588,483
14532408,14532395,"1116 Shepherds Ln NE",Atlanta,GA,30324,404800,"Single Family",Other,1170,"Square Feet",8712,"Square Feet","2024-11-20 22:18:43",22641,484
