zpid,bucketType,rate,rateSource,lastUpdatedTimestamp,lastUpdatedDate,lmi_id,ls_id,lti_id
27805265,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:53:46",2024-11-20,371,11723,12760
80527142,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:38:56",2024-11-20,372,7431,13711
2062413178,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:26:46",2024-11-20,373,8102,30599
2065580339,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:12:54",2024-11-20,374,11404,16792
247680463,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:51:09",2024-11-20,375,6862,46170
28414416,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:15:28",2024-11-20,376,10972,13360
442740299,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:57:41",2024-11-20,377,2783,NULL
26747876,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:14:40",2024-11-20,378,7595,50260
333079624,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:57:18",2024-11-20,379,7884,20296
26817438,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:14:44",2024-11-20,380,11445,NULL
109769066,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:48:48",2024-11-20,381,11910,9851
442595948,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:29:27",2024-11-20,382,183,NULL
366575698,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:52:07",2024-11-20,383,262,22245
28470114,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:22:04",2024-11-20,384,7612,25688
2054240626,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:56:14",2024-11-20,385,7350,NULL
440530437,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:42:13",2024-11-20,386,88,NULL
46178632,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:55:43",2024-11-20,387,7646,20398
441760074,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:18:12",2024-11-20,388,2900,NULL
71094325,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:56:09",2024-11-20,389,7841,17119
440018509,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:31:13",2024-11-20,390,107,NULL
68589691,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:50:06",2024-11-20,391,11737,11309
28180679,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:16:43",2024-11-20,392,10873,14900
442745816,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:49:58",2024-11-20,393,2864,NULL
442741394,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 23:01:14",2024-11-20,394,2857,NULL
28448488,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:37:05",2024-11-20,395,7833,50828
7470051,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 22:22:49",2024-11-20,396,7428,50221
442741109,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:57:05",2024-11-20,397,3104,NULL
68960655,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 22:16:13",2024-11-20,398,10970,9777
154626375,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:53:27",2024-11-20,399,12031,10975
88788228,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:21:37",2024-11-20,400,7555,5023
43807513,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:51:32",2024-11-20,401,7408,10293
68959374,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:20:47",2024-11-20,402,11709,11530
80547341,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:21:29",2024-11-20,403,11592,6988
43824797,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:52:04",2024-11-20,404,6793,37944
67782309,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:11:59",2024-11-20,405,8098,38915
442725278,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:34:29",2024-11-20,406,204,NULL
44513236,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:56:51",2024-11-20,407,11819,9716
442739110,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:42:20",2024-11-20,408,6860,NULL
60670525,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:26:17",2024-11-20,409,7658,18187
402160984,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:56:50",2024-11-20,410,2959,NULL
442721792,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 21:28:34",2024-11-20,411,7906,NULL
440923862,"Arm 5 Bucket",7.203,ZGMI,"2024-11-20 22:56:54",2024-11-20,412,3087,NULL
10881148,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 21:49:00",2024-11-20,413,11274,11356
71597734,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:32:34",2024-11-20,414,11580,11867
441730900,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 21:15:41",2024-11-20,415,5564,NULL
442716195,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 22:11:25",2024-11-20,416,90,NULL
68533809,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 22:28:58",2024-11-20,417,11561,11892
10907869,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 22:32:25",2024-11-20,418,10780,10845
352635090,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 22:30:15",2024-11-20,419,7902,46926
28299332,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:45:20",2024-11-20,420,7090,19499
10876889,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 22:40:16",2024-11-20,421,7795,48278
7550792,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:21:27",2024-11-20,422,11758,11161
27936023,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:16:46",2024-11-20,423,7339,9976
60758917,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 21:46:52",2024-11-20,424,11600,10890
8160551,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:14:46",2024-11-20,425,10984,9704
60645044,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:13:31",2024-11-20,426,7601,40972
60677471,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 22:33:24",2024-11-20,427,11323,11401
7791658,"Arm 5 Bucket",7.579,ZGMI,"2024-11-20 23:20:17",2024-11-20,428,11307,11421
52416700,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:25:13",2024-11-20,429,11812,12383
29331256,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:04:22",2024-11-20,430,11313,13963
124720204,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:27:22",2024-11-20,431,7240,21036
97663414,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:38:24",2024-11-20,432,7625,41323
339376219,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:27:07",2024-11-20,433,7723,23823
442722208,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:21:01",2024-11-20,434,114,NULL
337099901,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:14:51",2024-11-20,435,12011,28507
305255123,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:01:36",2024-11-20,436,12067,18368
27759274,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:12:20",2024-11-20,437,2893,13026
26790665,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:54:35",2024-11-20,438,7831,6107
80527112,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:55:08",2024-11-20,439,7296,5948
27801434,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:14:05",2024-11-20,440,11434,13317
60708950,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:23:07",2024-11-20,441,11986,11250
118395283,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:16:17",2024-11-20,442,12241,12091
123236272,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:33:23",2024-11-20,443,7526,40105
442740970,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 21:53:56",2024-11-20,444,12355,NULL
442704637,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:53",2024-11-20,445,7947,NULL
10868568,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 22:39:53",2024-11-20,446,7379,23388
26377237,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:39:33",2024-11-20,447,12228,NULL
243440358,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 21:25:44",2024-11-20,448,7575,50683
28050858,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:26:14",2024-11-20,449,7639,39493
122143441,"Arm 5 Bucket",6.732,ZGMI,"2024-11-20 21:37:47",2024-11-20,450,7190,46713
26785094,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:22:24",2024-11-20,451,11911,11839
26756093,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:02:08",2024-11-20,452,7988,57634
26322562,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:07:28",2024-11-20,453,8034,33482
442683067,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:13:40",2024-11-20,454,3072,NULL
122567761,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:26:09",2024-11-20,455,11301,17940
29337211,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:07:50",2024-11-20,456,11675,12372
28104380,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:45:34",2024-11-20,457,8021,42673
28195946,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:09:49",2024-11-20,458,7375,27415
27784520,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:15:07",2024-11-20,459,112,20473
28453382,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:26:05",2024-11-20,460,7325,5323
431922409,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:11:02",2024-11-20,461,5,NULL
442628129,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:14:36",2024-11-20,462,3025,NULL
58247439,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:12:29",2024-11-20,463,8081,8015
27872647,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:34:59",2024-11-20,464,11459,19350
17012018,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:10:06",2024-11-20,465,7293,16719
60650119,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:23:19",2024-11-20,466,7369,34786
27945456,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:42:28",2024-11-20,467,7185,54348
16983967,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:07:49",2024-11-20,468,11589,11075
431180814,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:27:19",2024-11-20,469,178,NULL
26806235,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:24:10",2024-11-20,470,10901,11933
80019439,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:40:53",2024-11-20,471,7711,54316
16961639,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:30:44",2024-11-20,472,8030,26575
27914761,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:22:31",2024-11-20,473,7497,6150
442496436,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:41",2024-11-20,474,164,NULL
21301472,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:07:08",2024-11-20,475,11300,11960
26692836,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:34:21",2024-11-20,476,10943,9759
442703765,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:28:49",2024-11-20,477,97,NULL
20435576,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:19:24",2024-11-20,478,11513,11155
26759540,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:47:16",2024-11-20,479,7628,29367
80100287,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:56:18",2024-11-20,480,7307,43011
20101667,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:28:11",2024-11-20,481,6883,12981
96491066,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:06:27",2024-11-20,482,7860,17686
55484438,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:42:47",2024-11-20,483,7438,9878
20041113,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:14:21",2024-11-20,484,7066,37543
80537244,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:25:13",2024-11-20,485,7120,37848
26812237,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:30:09",2024-11-20,486,11619,11231
442741445,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:03:06",2024-11-20,487,2809,NULL
442628142,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:39:10",2024-11-20,488,3053,NULL
442596128,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:31:23",2024-11-20,489,248,NULL
28076385,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:15:51",2024-11-20,490,7802,25531
442723690,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:39:28",2024-11-20,491,252,NULL
60706596,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:25:40",2024-11-20,492,7434,13117
28026829,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:11:46",2024-11-20,493,7553,45875
19929343,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:59:10",2024-11-20,494,17556,11876
26862101,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:30:03",2024-11-20,495,7782,9788
26757975,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:18:10",2024-11-20,496,11653,11279
20930189,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:21:25",2024-11-20,497,7389,35328
60665879,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:42:26",2024-11-20,498,11103,9982
26698806,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:36:29",2024-11-20,499,7685,17211
19970240,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:49:01",2024-11-20,500,7622,43290
28036383,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:37:28",2024-11-20,501,12289,11742
16983142,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:28:22",2024-11-20,502,7626,26206
27981231,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:38:58",2024-11-20,503,230,40040
65105809,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:37:54",2024-11-20,504,11586,12783
16985908,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:44:51",2024-11-20,505,11299,9730
118215885,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:33:07",2024-11-20,506,8060,45917
20769480,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:26:46",2024-11-20,507,10917,11473
20098576,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:46:41",2024-11-20,508,7983,8337
21304208,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:49:09",2024-11-20,509,7560,35558
20617718,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:49:36",2024-11-20,510,8079,56457
351154260,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:49:38",2024-11-20,511,41,NULL
28266335,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:36:35",2024-11-20,512,11192,14516
20617401,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:59:02",2024-11-20,513,12240,10011
28513420,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 22:32:46",2024-11-20,514,11940,13204
28534677,"Arm 5 Bucket",7.233,ZGMI,"2024-11-20 21:42:04",2024-11-20,515,7966,36539
20623788,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:34:58",2024-11-20,516,11852,11480
122235234,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:23:20",2024-11-20,517,11005,11206
61361672,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:49:07",2024-11-20,518,7683,5749
17162589,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:25:28",2024-11-20,519,7549,24367
20439950,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:10:05",2024-11-20,520,11226,10953
20147776,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:10:35",2024-11-20,521,11362,11307
20023795,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:34:04",2024-11-20,522,11374,9663
20688668,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:19:54",2024-11-20,523,11411,10645
17197958,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:33:41",2024-11-20,524,7457,34673
17083888,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:09:07",2024-11-20,525,7364,54374
17190089,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:43:46",2024-11-20,526,3052,10798
48181028,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:29:09",2024-11-20,527,10959,11544
17171672,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:31:18",2024-11-20,528,8084,47918
20744466,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:31:07",2024-11-20,529,12090,8839
19975250,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:52:51",2024-11-20,530,12642,11041
439177350,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:34:33",2024-11-20,531,7351,NULL
19937352,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:21:19",2024-11-20,532,7920,20274
82876250,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:02:00",2024-11-20,533,12254,11539
63090615,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:35:31",2024-11-20,534,12290,10957
20617763,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:48:02",2024-11-20,535,7137,12652
17066289,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:22:50",2024-11-20,536,11656,11468
20026865,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:32:39",2024-11-20,537,7277,54474
20987911,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:06:11",2024-11-20,538,11496,5557
442720818,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:27:45",2024-11-20,539,119,NULL
111933779,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:38:30",2024-11-20,540,10911,9867
442729736,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:27:27",2024-11-20,541,2876,NULL
333210137,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:59:29",2024-11-20,542,10893,10040
16818428,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:33:44",2024-11-20,543,11093,9661
15064217,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:32:35",2024-11-20,544,11903,11852
61240300,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:01:20",2024-11-20,545,11729,12036
15189978,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:46:48",2024-11-20,546,11216,11568
250343861,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:52:50",2024-11-20,547,11385,10857
333211976,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:42:24",2024-11-20,548,10942,11355
17101244,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:24:08",2024-11-20,549,7417,42691
89145315,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:36:17",2024-11-20,550,10927,11384
19984685,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:56:50",2024-11-20,551,11818,11975
17119374,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:25:58",2024-11-20,552,13908,35388
20465856,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:28:03",2024-11-20,553,11258,11205
17166357,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:27:49",2024-11-20,554,7207,9800
16917219,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:03:12",2024-11-20,555,7624,50070
51081775,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:51:25",2024-11-20,556,12103,11574
16737942,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:36:00",2024-11-20,557,11743,10961
17199210,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:24:14",2024-11-20,558,7074,27472
21297687,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:41:53",2024-11-20,559,7771,10130
20106416,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:46:05",2024-11-20,560,11453,9997
20742953,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:30:08",2024-11-20,561,12636,11925
20951340,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:38:07",2024-11-20,562,6950,14684
20149670,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:48:00",2024-11-20,563,7065,39050
20934249,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:23:37",2024-11-20,564,7360,27134
439458855,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:53:40",2024-11-20,565,10966,13766
20976003,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:17:15",2024-11-20,566,11804,11297
442741168,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:30:38",2024-11-20,567,2796,NULL
338340969,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 22:46:46",2024-11-20,568,7312,27185
62773503,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:17:31",2024-11-20,569,11595,11465
20588864,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:37:06",2024-11-20,570,7546,18685
20144129,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:12:58",2024-11-20,571,10890,4280
19875865,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:25:50",2024-11-20,572,7591,10276
19928691,"Arm 5 Bucket",6.945,ZGMI,"2024-11-20 23:44:02",2024-11-20,573,11663,11673
88112073,"Arm 5 Bucket",6.25,ZGMI,"2024-11-20 22:45:11",2024-11-20,574,7470,45014
60721473,"Arm 5 Bucket",6.849,ZGMI,"2024-11-20 22:20:08",2024-11-20,575,11722,10877
120559633,"Arm 5 Bucket",6.849,ZGMI,"2024-11-20 21:49:00",2024-11-20,576,11598,8683
60759799,"Arm 5 Bucket",6.849,ZGMI,"2024-11-20 22:35:30",2024-11-20,577,10844,11450
60760472,"Arm 5 Bucket",6.849,ZGMI,"2024-11-20 22:15:11",2024-11-20,578,10835,11581
20462179,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:34:37",2024-11-20,579,12059,11914
19943608,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:47:37",2024-11-20,580,12081,9653
20498344,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:39:34",2024-11-20,581,68,39317
2090378327,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:49:10",2024-11-20,582,11161,NULL
2054525193,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:49:35",2024-11-20,583,282,NULL
20806046,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 22:59:19",2024-11-20,584,11476,11890
20786125,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:04:22",2024-11-20,585,11728,11562
20792596,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:26:40",2024-11-20,586,11261,9245
331640234,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 22:46:05",2024-11-20,587,11611,10750
99604526,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:04:21",2024-11-20,588,6858,15002
20030999,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:25:39",2024-11-20,589,11090,10093
19968079,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:08:58",2024-11-20,590,272,21726
20165033,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:05:23",2024-11-20,591,6864,39410
19942325,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:22:41",2024-11-20,592,7439,41049
20014335,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:33:04",2024-11-20,593,10837,11332
20490632,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 22:58:41",2024-11-20,594,11120,10014
20795614,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:12:34",2024-11-20,595,7936,49347
20382570,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:25:53",2024-11-20,596,11364,11582
2089113115,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:02:21",2024-11-20,597,7427,NULL
442720817,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:52:02",2024-11-20,598,61,NULL
17061307,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:17:59",2024-11-20,599,6954,42463
16805892,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:24:00",2024-11-20,600,7541,4960
16956632,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:26:49",2024-11-20,601,7412,48121
145640920,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:17:47",2024-11-20,602,11091,12025
16860399,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:06:50",2024-11-20,603,11690,9695
20790034,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:48:27",2024-11-20,604,6807,8803
250088880,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:32:01",2024-11-20,605,11368,11363
302797626,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:01:13",2024-11-20,606,7310,17680
20455234,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:33:15",2024-11-20,607,26,19095
16992377,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:04:55",2024-11-20,608,10898,11181
295349335,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:24:17",2024-11-20,609,7243,23249
20506286,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:39:09",2024-11-20,610,7584,39931
250987922,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 22:51:41",2024-11-20,611,7693,35995
19944972,"Arm 5 Bucket",6.782,ZGMI,"2024-11-20 23:04:17",2024-11-20,612,7787,6720
442727723,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:24:52",2024-11-20,613,7383,NULL
27962664,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:24:59",2024-11-20,614,58,13861
27934663,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:50:27",2024-11-20,615,11052,13269
28102601,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:02:32",2024-11-20,616,12005,14155
29360967,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 21:28:08",2024-11-20,617,7067,20182
27982136,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:21:41",2024-11-20,618,7708,17545
2053901371,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:36:54",2024-11-20,619,63,NULL
339448125,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:27:26",2024-11-20,620,11487,18150
125804580,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 23:17:00",2024-11-20,621,11009,12717
69642591,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:42:23",2024-11-20,622,7466,24867
27791703,"Arm 5 Bucket",6.733,ZGMI,"2024-11-20 22:23:46",2024-11-20,623,7726,23157
