zpid,schoolName,schoolRating,type,gradeLevel,grades,distanceFromListing,link,lastUpdated,lsi_id,lnh_id
159160047,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:36:42",594,NULL
4144510,"Morgan Park High School",3,Public,Middle,7-12,0.5,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:38:32",595,NULL
28035039,"Tinsley Elementary School",4,Public,Elementary,1-5,0.2,https://www.greatschools.org/texas/houston/9011-Tinsley-Elementary-School/,"2024-11-21 11:09:29",596,12380
70478815,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:38:32",597,NULL
4150500,"Morgan Park High School",3,Public,Middle,7-12,1,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:38:32",598,NULL
28035039,"Tinsley Elementary School",4,Public,Elementary,1-5,0.2,https://www.greatschools.org/texas/houston/9011-Tinsley-Elementary-School/,"2024-11-22 11:25:39",599,12380
4096307,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:38:32",600,NULL
27291929,"Sheffield Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-23 06:36:42",601,NULL
27291929,"Sheffield Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-23 06:38:32",602,NULL
159160047,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:38:32",603,NULL
27291929,"Sheffield Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-23 06:39:45",604,NULL
4143645,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:38:32",605,NULL
