zpid,schoolName,schoolRating,type,gradeLevel,grades,distanceFromListing,link,lastUpdated,lsi_id,lnh_id
4143645,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:39:45",606,NULL
27291929,"Sheffield Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-22 11:25:39",607,NULL
27338340,"Sheffield Elementary School",3,Public,Elementary,1-5,0.2,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-22 11:25:39",608,NULL
27291929,"Sheffield Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-23 06:35:29",609,NULL
27338476,"Sheffield Elementary School",3,Public,Elementary,1-5,0.2,https://www.greatschools.org/texas/dallas/1206-Sheffield-Elementary-School/,"2024-11-26 09:21:12",610,NULL
89639321,"Sheldon Elementary School",6,Public,Elementary,1-5,2.6,https://www.greatschools.org/texas/houston/10298-Sheldon-Elementary-School/,"2024-11-29 05:32:39",611,NULL
89635548,"Garrett Elementary School",3,Public,Elementary,1-5,3.1,https://www.greatschools.org/texas/houston/20201-Garrett-Elementary-School/,"2024-11-20 23:54:07",612,NULL
4150500,"Morgan Park High School",3,Public,Middle,7-12,1,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:39:45",613,NULL
4096307,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:39:45",614,NULL
159160047,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:39:45",615,NULL
70478815,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:39:45",616,NULL
4144510,"Morgan Park High School",3,Public,Middle,7-12,0.5,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:39:45",617,NULL
4126650,"Morgan Park High School",3,Public,Middle,7-12,0.2,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-24 05:51:59",618,NULL
4081290,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-24 05:51:59",619,NULL
4097346,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-24 05:51:59",620,NULL
4096307,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-24 05:51:59",621,NULL
4079437,"Morgan Park High School",3,Public,Middle,7-12,0.3,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-24 05:51:59",622,NULL
4123056,"Morgan Park High School",3,Public,Middle,7-12,0.3,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-20 23:54:07",623,10957
4147498,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-20 23:54:07",624,NULL
4126377,"Morgan Park High School",3,Public,Middle,7-12,0.2,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-20 23:54:07",625,10892
4078079,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-20 23:54:07",626,11010
4126887,"Morgan Park High School",3,Public,Middle,7-12,0.6,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-20 23:54:07",627,NULL
4146192,"Morgan Park High School",3,Public,Middle,7-12,0.6,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 00:25:47",628,2250
4146192,"Morgan Park High School",3,Public,Middle,7-12,0.6,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 00:24:35",629,2250
4146192,"Morgan Park High School",3,Public,Middle,7-12,0.6,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 00:21:30",630,2250
4146192,"Morgan Park High School",3,Public,Middle,7-12,0.6,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 00:22:43",631,2250
4126758,"Morgan Park High School",3,Public,Middle,7-12,0.2,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-29 05:32:39",632,NULL
4128701,"Morgan Park High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-27 06:13:47",633,NULL
4126199,"Morgan Park High School",3,Public,Middle,7-12,0.9,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-28 09:24:51",634,NULL
4144692,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-28 09:24:51",635,NULL
4143710,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-28 09:24:51",636,NULL
4125364,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-27 09:23:19",637,NULL
122566689,"Garrett Elementary School",3,Public,Elementary,1-5,3.6,https://www.greatschools.org/texas/houston/20201-Garrett-Elementary-School/,"2024-11-20 23:54:07",638,11810
4078079,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 11:09:29",639,11010
122566689,"Garrett Elementary School",3,Public,Elementary,1-5,3.6,https://www.greatschools.org/texas/houston/20201-Garrett-Elementary-School/,"2024-11-21 11:09:29",640,11810
28276807,"Garrett Elementary School",3,Public,Elementary,1-5,1,https://www.greatschools.org/texas/houston/20201-Garrett-Elementary-School/,"2024-11-22 11:25:39",641,NULL
70317353,"Garrett Elementary School",3,Public,Elementary,1-5,1,https://www.greatschools.org/texas/houston/20201-Garrett-Elementary-School/,"2024-11-25 05:33:30",642,NULL
80537244,"Carmichael Elementary School",5,Public,Elementary,1-5,3,https://www.greatschools.org/texas/houston/186-Carmichael-Elementary-School/,"2024-11-20 23:54:07",643,NULL
58677329,"Carmichael Elementary School",5,Public,Elementary,1-5,3.9,https://www.greatschools.org/texas/houston/186-Carmichael-Elementary-School/,"2024-11-29 05:32:39",644,NULL
27601436,"Ridgemont Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/houston/2556-Ridgemont-Elementary-School/,"2024-11-20 23:54:07",645,13071
27601436,"Ridgemont Elementary School",3,Public,Elementary,1-5,0.1,https://www.greatschools.org/texas/houston/2556-Ridgemont-Elementary-School/,"2024-11-21 11:09:29",646,13071
439283371,"Escamilla Elementary School",3,Public,Elementary,1-5,2,https://www.greatschools.org/texas/houston/25675-ESCAMILLA-Elementary-School/,"2024-11-21 11:09:29",647,12479
118269469,"Archuleta Elementary School",5,Public,Elementary,1-5,1.6,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-23 06:36:42",648,NULL
118269469,"Archuleta Elementary School",5,Public,Elementary,1-5,1.6,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-23 06:38:32",649,NULL
118269469,"Archuleta Elementary School",5,Public,Elementary,1-5,1.6,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-23 06:39:45",650,NULL
118269469,"Archuleta Elementary School",5,Public,Elementary,1-5,1.6,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-24 05:51:59",651,NULL
440405599,"Archuleta Elementary School",5,Public,Elementary,1-5,1.5,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-20 23:54:07",652,NULL
123600786,"Archuleta Elementary School",5,Public,Elementary,1-5,1.9,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-20 23:54:07",653,NULL
337911809,"Archuleta Elementary School",5,Public,Elementary,1-5,1.6,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-28 06:03:26",654,NULL
123600463,"Archuleta Elementary School",5,Public,Elementary,1-5,1.8,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-28 09:24:51",655,NULL
118269469,"Archuleta Elementary School",5,Public,Elementary,1-5,1.6,https://www.greatschools.org/colorado/denver/2022-Archuleta-Elementary-School/,"2024-11-23 06:35:29",656,NULL
168927082,"W M Pearce Primary School",6,Public,Elementary,1-5,1.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-23 06:36:42",657,NULL
168927082,"W M Pearce Primary School",6,Public,Elementary,1-5,1.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-23 06:38:32",658,NULL
4078287,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 11:09:29",659,11003
4126377,"Morgan Park High School",3,Public,Middle,7-12,0.2,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 11:09:29",660,10892
4123056,"Morgan Park High School",3,Public,Middle,7-12,0.3,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 11:09:29",661,10957
4146192,"Morgan Park High School",3,Public,Middle,7-12,0.6,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-21 14:20:38",662,2250
4150500,"Morgan Park High School",3,Public,Middle,7-12,1,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-22 11:25:39",663,NULL
4144510,"Morgan Park High School",3,Public,Middle,7-12,0.5,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-22 11:25:39",664,NULL
4078287,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-22 11:25:39",665,11003
4148575,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-22 11:25:39",666,NULL
4096307,"Morgan Park High School",3,Public,Middle,7-12,0.4,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:35:29",667,NULL
4144510,"Morgan Park High School",3,Public,Middle,7-12,0.5,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:35:29",668,NULL
4150500,"Morgan Park High School",3,Public,Middle,7-12,1,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:35:29",669,NULL
70478815,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:35:29",670,NULL
4143645,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:35:29",671,NULL
159160047,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-23 06:35:29",672,NULL
4146325,"Morgan Park High School",3,Public,Middle,7-12,0.7,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-26 09:21:12",673,NULL
4097268,"Morgan Park High School",3,Public,Middle,7-12,0.2,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-26 09:21:12",674,NULL
442748111,"Morgan Park High School",3,Public,Middle,7-12,1.1,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-25 05:33:30",675,NULL
442748111,"Morgan Park High School",3,Public,Middle,7-12,1.1,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-26 06:02:41",676,NULL
4100080,"Morgan Park High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-26 06:02:41",677,NULL
4150229,"Morgan Park High School",3,Public,Middle,7-12,0.8,https://www.greatschools.org/illinois/chicago/1269-Morgan-Park-High-School/,"2024-11-26 06:02:41",678,NULL
59105832,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-23 06:36:42",679,NULL
59105832,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-23 06:38:32",680,NULL
59105832,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-23 06:39:45",681,NULL
442737111,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-20 23:54:07",682,3766
442737109,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-20 23:54:07",683,3779
59106657,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-20 23:54:07",684,3758
442737110,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-20 23:54:07",685,3744
442968202,"Boston Latin Academy",7,Public,Middle,7-12,0.3,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-28 09:24:51",686,NULL
442737111,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-21 11:09:29",687,3766
59106657,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-21 11:09:29",688,3758
442737109,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-21 11:09:29",689,3779
442737110,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-21 11:09:29",690,3744
442737110,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-22 11:25:39",691,3744
442737109,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-22 11:25:39",692,3779
442756419,"Boston Latin Academy",7,Public,Middle,7-12,0.4,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-22 11:25:39",693,NULL
442737111,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-22 11:25:39",694,3766
442756420,"Boston Latin Academy",7,Public,Middle,7-12,0.4,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-22 11:25:39",695,NULL
59105832,"Boston Latin Academy",7,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-23 06:35:29",696,NULL
380500814,"Boston Latin Academy",7,Public,Middle,7-12,0.7,https://www.greatschools.org/massachusetts/boston/232-Boston-Latin-Academy/,"2024-11-26 06:02:41",697,NULL
59091490,"Brighton High School",2,Public,Middle,7-12,0.3,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-23 09:30:22",698,NULL
442738621,"Brighton High School",2,Public,Middle,7-12,0.3,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-20 23:54:07",699,NULL
2055838571,"Brighton High School",2,Public,Middle,7-12,0.1,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-20 23:54:07",700,NULL
2055838571,"Brighton High School",2,Public,Middle,7-12,0.1,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-21 11:09:29",701,NULL
442752141,"Brighton High School",2,Public,Middle,7-12,0.3,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-21 11:09:29",702,3796
442738621,"Brighton High School",2,Public,Middle,7-12,0.3,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-21 11:09:29",703,NULL
168927082,"W M Pearce Primary School",6,Public,Elementary,1-5,1.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-23 06:39:45",704,NULL
2098327074,"Brighton High School",2,Public,Middle,7-12,0.5,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-21 11:09:29",705,3786
59094021,"Brighton High School",2,Public,Middle,7-12,0.8,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-21 11:09:29",706,3763
168927082,"W M Pearce Primary School",6,Public,Elementary,1-5,1.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-24 05:51:59",707,NULL
2053931348,"W M Pearce Primary School",6,Public,Elementary,1-5,2.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-29 05:32:39",708,NULL
2053940731,"W M Pearce Primary School",6,Public,Elementary,1-5,2.8,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-28 06:03:26",709,NULL
2053931348,"W M Pearce Primary School",6,Public,Elementary,1-5,2.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-28 06:03:26",710,NULL
2053931340,"W M Pearce Primary School",6,Public,Elementary,1-5,2.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-27 06:13:47",711,NULL
59094485,"Brighton High School",2,Public,Middle,7-12,0.8,https://www.greatschools.org/massachusetts/boston/234-Brighton-High-School/,"2024-11-22 11:25:39",712,NULL
34220751,"Hughes STEM  High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:36:42",713,NULL
34223961,"Hughes STEM  High School",3,Public,Middle,7-12,2.5,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:36:42",714,NULL
34228050,"Hughes STEM  High School",3,Public,Middle,7-12,1.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:36:42",715,NULL
2072925462,"Hughes STEM  High School",3,Public,Middle,7-12,3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:36:42",716,NULL
34220751,"Hughes STEM  High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:38:32",717,NULL
34223961,"Hughes STEM  High School",3,Public,Middle,7-12,2.5,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:38:32",718,NULL
34228050,"Hughes STEM  High School",3,Public,Middle,7-12,1.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:38:32",719,NULL
2072925462,"Hughes STEM  High School",3,Public,Middle,7-12,3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:38:32",720,NULL
34220751,"Hughes STEM  High School",3,Public,Middle,7-12,1.3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:39:45",721,NULL
34223961,"Hughes STEM  High School",3,Public,Middle,7-12,2.5,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:39:45",722,NULL
2072925462,"Hughes STEM  High School",3,Public,Middle,7-12,3,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:39:45",723,NULL
34228050,"Hughes STEM  High School",3,Public,Middle,7-12,1.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 06:39:45",724,NULL
309909295,"Hughes STEM  High School",3,Public,Middle,7-12,2.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-23 09:30:22",725,NULL
110065161,"Hughes STEM  High School",3,Public,Middle,7-12,1.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-24 05:51:59",726,NULL
110059402,"Hughes STEM  High School",3,Public,Middle,7-12,1.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-24 05:51:59",727,NULL
2053940731,"W M Pearce Primary School",6,Public,Elementary,1-5,2.8,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-27 06:13:47",728,NULL
168927082,"W M Pearce Primary School",6,Public,Elementary,1-5,1.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-23 06:35:29",729,NULL
2053931344,"W M Pearce Primary School",6,Public,Elementary,1-5,2.7,https://www.greatschools.org/texas/san-antonio/6379-W-M-Pearce-Primary-School/,"2024-11-26 06:02:41",730,NULL
245769595,"H M Carroll Elementary School",6,Public,Elementary,1-5,0.5,https://www.greatschools.org/texas/houston/19244-H-M-Carroll-Elementary-School/,"2024-11-23 06:36:42",731,NULL
245769595,"H M Carroll Elementary School",6,Public,Elementary,1-5,0.5,https://www.greatschools.org/texas/houston/19244-H-M-Carroll-Elementary-School/,"2024-11-23 06:38:32",732,NULL
245769595,"H M Carroll Elementary School",6,Public,Elementary,1-5,0.5,https://www.greatschools.org/texas/houston/19244-H-M-Carroll-Elementary-School/,"2024-11-23 06:39:45",733,NULL
309909418,"Hughes STEM  High School",3,Public,Middle,7-12,2.4,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-24 05:51:59",734,NULL
338048970,"H M Carroll Elementary School",6,Public,Elementary,1-5,0.7,https://www.greatschools.org/texas/houston/19244-H-M-Carroll-Elementary-School/,"2024-11-24 05:51:59",735,NULL
2058508561,"Hughes STEM  High School",3,Public,Middle,7-12,1.4,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",736,NULL
245769595,"H M Carroll Elementary School",6,Public,Elementary,1-5,0.5,https://www.greatschools.org/texas/houston/19244-H-M-Carroll-Elementary-School/,"2024-11-24 05:51:59",737,NULL
34249690,"Hughes STEM  High School",3,Public,Middle,7-12,2.7,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",738,NULL
245769595,"H M Carroll Elementary School",6,Public,Elementary,1-5,0.5,https://www.greatschools.org/texas/houston/19244-H-M-Carroll-Elementary-School/,"2024-11-23 06:35:29",739,NULL
34224497,"Hughes STEM  High School",3,Public,Middle,7-12,2.8,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",740,9763
34262561,"Hughes STEM  High School",3,Public,Middle,7-12,2.6,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",741,9779
2090119366,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",742,NULL
88867503,"Hughes STEM  High School",3,Public,Middle,7-12,1.2,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",743,NULL
2061836361,"Freedom Elementary School",8,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-23 06:36:42",744,NULL
2061836361,"Freedom Elementary School",8,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-23 06:38:32",745,NULL
2061836361,"Freedom Elementary School",8,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-23 06:39:45",746,NULL
26480412,"Freedom Elementary School",8,Public,Elementary,1-5,3.3,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-28 06:03:26",747,NULL
2061283428,"Freedom Elementary School",8,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-28 06:03:26",748,NULL
26480412,"Freedom Elementary School",8,Public,Elementary,1-5,3.3,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-27 06:13:47",749,NULL
2061836361,"Freedom Elementary School",8,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-23 06:35:29",750,NULL
2061355761,"Freedom Elementary School",8,Public,Elementary,1-5,0.8,https://www.greatschools.org/texas/san-antonio/10326-Freedom-Elementary-School/,"2024-11-25 05:33:30",751,NULL
2066567579,"Woodridge Elementary School",7,Public,Elementary,1-5,0.9,https://www.greatschools.org/texas/san-antonio/174-Woodridge-Elementary-School/,"2024-11-24 05:51:59",752,NULL
442707809,"Heritage Elementary School",7,Public,Elementary,1-5,0.4,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-20 23:54:07",753,NULL
441202835,"Heritage Elementary School",7,Public,Elementary,1-5,0.3,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-20 23:54:07",754,NULL
442707828,"Heritage Elementary School",7,Public,Elementary,1-5,0.3,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-20 23:54:07",755,NULL
2053937161,"Heritage Elementary School",7,Public,Elementary,1-5,0.3,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-20 23:54:07",756,NULL
442707820,"Heritage Elementary School",7,Public,Elementary,1-5,0.4,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-20 23:54:07",757,NULL
344091028,"Heritage Elementary School",7,Public,Elementary,1-5,0.3,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-29 05:32:39",758,NULL
69632724,"Heritage Elementary School",7,Public,Elementary,1-5,4.4,https://www.greatschools.org/texas/san-antonio/8792-Heritage-Elementary-School/,"2024-11-29 05:32:39",759,NULL
110076145,"Hughes STEM  High School",3,Public,Middle,7-12,2.1,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",760,9775
2079345066,"Hughes STEM  High School",3,Public,Middle,7-12,2.8,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-20 23:54:07",761,NULL
121373601,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 00:25:47",762,1434
121373601,"Hughes STEM  High School",3,Public,Middle,7-12,2.9,https://www.greatschools.org/ohio/cincinnati/9848-Hughes-STEM--High-School/,"2024-11-21 00:24:35",763,1434
