zpid,price,homeStatus,homeType,datePosted,streetAddress,city,state,zipcode,county,yearBuilt,livingArea,livingAreaUnits,rentZestimate,bathrooms,bedrooms,pageViewCount,favoriteCount,propertyTaxRate,timeOnZillow,dateSold,url,lastUpdated,pl_id,lsi_id,lph_id,ls_id
32107262,750000,"Recently Sold","Multi Family",2024-03-19,"7417 87th Rd",Jamaica,NY,11421,"Queens County",NULL,NULL,NULL,2930,2,NULL,20,0,0.86,9,2024-11-24,https://www.zillow.com/homedetails/7417-87th-Rd-Jamaica-NY-11421/32107262_zpid/,"2024-11-25 09:04:11",1,31084,54385,18286
67081276,580000,"Recently Sold",Townhouse,2024-10-30,"2855-2859 Washington St #8",Roxbury,MA,2119,"Suffolk County",1930,1562,sqft,4228,3,3,76,2,0.66,9,2024-11-22,https://www.zillow.com/homedetails/2855-2859-Washington-St-8-Roxbury-MA-02119/67081276_zpid/,"2024-11-23 09:30:22",2,1231,2820,2345
30395052,265000,"Recently Sold","Single Family",2024-09-30,"20 Kenview Ave",Buffalo,NY,14217,"Erie County",1952,1272,sqft,2023,2,3,68,0,1.91,9,2024-11-22,https://www.zillow.com/homedetails/20-Kenview-Ave-Buffalo-NY-14217/30395052_zpid/,"2024-11-23 09:30:22",3,1604,78067,2604
20503342,3995,"Recently Sold",Apartment,2024-09-24,"1300 Midvale Ave APT 510","Los Angeles",CA,90024,"Los Angeles County",1968,1156,sqft,3867,2,2,187,5,1.16,9,2024-11-24,https://www.zillow.com/homedetails/1300-Midvale-Ave-APT-510-Los-Angeles-CA-90024/20503342_zpid/,"2024-11-25 09:04:11",4,47100,61,18282
30340236,232000,"Recently Sold","Single Family",2024-09-06,"3705 Marlowe Ave",Buffalo,NY,14219,"Erie County",1955,1330,sqft,2036,2,4,70,1,1.91,9,2024-11-22,https://www.zillow.com/homedetails/3705-Marlowe-Ave-Buffalo-NY-14219/30340236_zpid/,"2024-11-23 09:30:22",5,17737,78061,1830
59102345,300000,"Recently Sold",Condo,2024-10-26,"36 Mount Ida Rd #3",Dorchester,MA,2122,"Suffolk County",1905,1320,sqft,3007,1,3,228,5,0.66,9,2024-11-22,https://www.zillow.com/homedetails/36-Mount-Ida-Rd-3-Dorchester-MA-02122/59102345_zpid/,"2024-11-23 09:30:22",6,27678,16622,2567
20183958,820000,"Recently Sold","Single Family",2024-10-27,"8300 Capps Ave",Northridge,CA,91324,"Los Angeles County",1957,1678,sqft,4540,2,3,21,0,1.16,9,2024-11-24,https://www.zillow.com/homedetails/8300-Capps-Ave-Northridge-CA-91324/20183958_zpid/,"2024-11-25 09:04:11",7,36243,21914,18288
30395091,235000,"Recently Sold","Single Family",2024-09-03,"83 Clark St",Buffalo,NY,14223,"Erie County",1951,1685,sqft,2625,3,3,100,0,1.91,9,2024-11-22,https://www.zillow.com/homedetails/83-Clark-St-Buffalo-NY-14223/30395091_zpid/,"2024-11-23 09:30:22",8,1605,2487,1867
247150620,730000,"Recently Sold",Condo,2024-11-06,"101 Cottage St #2","East Boston",MA,2128,"Suffolk County",1900,1118,sqft,3652,2,2,32,2,0.66,9,2024-11-22,https://www.zillow.com/homedetails/101-Cottage-St-2-East-Boston-MA-02128/247150620_zpid/,"2024-11-23 09:30:22",9,1102,2763,2461
32332472,550000,"Recently Sold","Single Family",2024-07-09,"433 Hamden Ave","Staten Island",NY,10306,"Richmond County",1925,1200,sqft,2668,1,2,96,0,0.89,9,2024-11-24,https://www.zillow.com/homedetails/433-Hamden-Ave-Staten-Island-NY-10306/32332472_zpid/,"2024-11-25 09:04:11",10,31205,51875,18284
352427429,703478,"Recently Sold","Single Family",2024-06-19,"504 Edwin St #8",Nashville,TN,37207,"Davidson County",1949,1808,sqft,3599,4,4,7,0,0.57,9,2024-11-24,https://www.zillow.com/homedetails/504-Edwin-St-8-Nashville-TN-37207/352427429_zpid/,"2024-11-25 09:04:11",11,35974,NULL,18280
190064010,1080000,"Recently Sold","Multi Family",2024-08-08,"18-20 Weymouth Ave","West Roxbury",MA,2132,"Suffolk County",1899,3068,sqft,4099,3,6,22,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/18-20-Weymouth-Ave-West-Roxbury-MA-02132/190064010_zpid/,"2024-11-23 09:30:22",12,1238,71901,2660
376393152,690530,"Recently Sold","Single Family",2024-06-19,"504 Edwin St LOT 21",Nashville,TN,37207,"Davidson County",2024,1809,sqft,3254,4,4,6,0,0.57,9,2024-11-24,https://www.zillow.com/homedetails/504-Edwin-St-LOT-21-Nashville-TN-37207/376393152_zpid/,"2024-11-25 09:04:11",13,35972,NULL,18294
59091490,350000,"Recently Sold",Condo,2024-07-21,"4 Commonwealth Ct APT 3",Brighton,MA,2135,"Suffolk County",1910,520,sqft,2254,1,1,60,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/4-Commonwealth-Ct-APT-3-Brighton-MA-02135/59091490_zpid/,"2024-11-23 09:30:22",14,698,71881,2328
352427167,632769,"Recently Sold","Single Family",2024-06-19,"504 Edwin St #20",Nashville,TN,37207,"Davidson County",2024,1809,sqft,3254,4,4,5,0,0.57,9,2024-11-24,https://www.zillow.com/homedetails/504-Edwin-St-20-Nashville-TN-37207/352427167_zpid/,"2024-11-25 09:04:11",15,35971,NULL,18276
318226457,600000,"Recently Sold",Condo,2024-10-25,"180 Telford St UNIT 417",Brighton,MA,2135,"Suffolk County",2018,721,sqft,3248,1,1,272,14,0.66,9,2024-11-22,https://www.zillow.com/homedetails/180-Telford-St-UNIT-417-Brighton-MA-02135/318226457_zpid/,"2024-11-23 09:30:22",16,90427,71875,2429
41047777,385000,"Recently Sold","Single Family",2024-10-09,"3039 Huffman Rd",Goodlettsville,TN,37072,"Davidson County",1982,1152,sqft,1941,2,3,86,3,0.57,9,2024-11-24,https://www.zillow.com/homedetails/3039-Huffman-Rd-Goodlettsville-TN-37072/41047777_zpid/,"2024-11-25 09:04:11",17,49420,NULL,18278
30284253,215000,"Recently Sold","Single Family",2024-09-11,"248 Woodridge Ave",Cheektowaga,NY,14225,"Erie County",1945,1341,sqft,1851,2,2,59,1,1.91,9,2024-11-22,https://www.zillow.com/homedetails/248-Woodridge-Ave-Cheektowaga-NY-14225/30284253_zpid/,"2024-11-23 09:30:22",18,39662,78073,2402
2058284632,800000,"Recently Sold",Lot,2024-11-16,"0 Charlesview St",Brighton,MA,2135,"Suffolk County",NULL,NULL,NULL,3583,0,NULL,7,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/0-Charlesview-St-Brighton-MA-02135/2058284632_zpid/,"2024-11-23 09:30:22",19,18467,71893,2511
59124833,1060000,"Recently Sold","Multi Family",2024-11-01,"1441 Hyde Park Ave","Hyde Park",MA,2136,"Suffolk County",1984,3651,sqft,5461,0,NULL,11,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/1441-Hyde-Park-Ave-Hyde-Park-MA-02136/59124833_zpid/,"2024-11-23 09:30:22",20,1726,71895,2970
30285827,300000,"Recently Sold","Single Family",2024-09-04,"51 N Park Ave",Cheektowaga,NY,14225,"Erie County",1953,1626,sqft,2136,2,4,112,2,1.91,9,2024-11-22,https://www.zillow.com/homedetails/51-N-Park-Ave-Cheektowaga-NY-14225/30285827_zpid/,"2024-11-23 09:30:22",21,1116,78026,1809
30302304,275000,"Recently Sold","Single Family",2024-09-20,"39 E Cherbourg Dr",Buffalo,NY,14227,"Erie County",1970,1196,sqft,2205,2,3,201,6,1.91,9,2024-11-22,https://www.zillow.com/homedetails/39-E-Cherbourg-Dr-Buffalo-NY-14227/30302304_zpid/,"2024-11-23 09:30:22",22,11517,78056,2482
30304105,280900,"Recently Sold","Single Family",2024-09-03,"51 Theresa Dr",Cheektowaga,NY,14227,"Erie County",1967,1656,sqft,2156,2,4,70,2,1.91,9,2024-11-22,https://www.zillow.com/homedetails/51-Theresa-Dr-Cheektowaga-NY-14227/30304105_zpid/,"2024-11-23 09:30:22",23,11515,2863,2735
66876147,650000,"Recently Sold","Single Family",2024-08-19,"7 Forrester Ct",Amherst,NY,14228,"Erie County",2002,2674,sqft,3429,3,4,95,0,1.91,9,2024-11-22,https://www.zillow.com/homedetails/7-Forrester-Ct-Amherst-NY-14228/66876147_zpid/,"2024-11-23 09:30:22",24,1876,78081,2569
59140404,715000,"Recently Sold","Single Family",2024-11-05,"30 Pinewood St","Hyde Park",MA,2136,"Suffolk County",1945,1504,sqft,3331,2,4,63,2,0.66,9,2024-11-22,https://www.zillow.com/homedetails/30-Pinewood-St-Hyde-Park-MA-02136/59140404_zpid/,"2024-11-23 09:30:22",25,1725,71885,2188
41068816,265000,"Recently Sold","Single Family",2024-09-27,"623 Brentmeadow Cir",Madison,TN,37115,"Davidson County",1989,1158,sqft,1781,2,2,36,2,0.57,9,2024-11-24,https://www.zillow.com/homedetails/623-Brentmeadow-Cir-Madison-TN-37115/41068816_zpid/,"2024-11-25 09:04:11",26,38387,NULL,18292
333606108,1699000,"Recently Sold",Condo,2024-11-23,"133 Seaport Blvd UNIT 1617",Boston,MA,2210,"Suffolk County",2018,1057,sqft,6807,2,2,1,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/133-Seaport-Blvd-UNIT-1617-Boston-MA-02210/333606108_zpid/,"2024-11-23 09:30:22",27,24868,16626,2666
48893773,1555000,"Recently Sold","Single Family",2024-09-05,"942 N 77th St.",Seattle,WA,98103,"King County",2018,3210,sqft,6658,4,4,273,9,0.77,9,2024-11-24,https://www.zillow.com/homedetails/942-N-77th-St-Seattle-WA-98103/48893773_zpid/,"2024-11-25 09:04:11",28,29711,41280,18274
32285545,565000,"Recently Sold","Multi Family",2024-06-25,"11 Fiedler Ave","Staten Island",NY,10301,"Richmond County",1925,1764,sqft,2461,1,2,29,0,0.89,9,2024-11-22,https://www.zillow.com/homedetails/11-Fiedler-Ave-Staten-Island-NY-10301/32285545_zpid/,"2024-11-23 09:30:22",29,35525,51955,2763
30240867,315000,"Recently Sold","Single Family",2024-09-24,"426 Kaymar Dr",Amherst,NY,14228,"Erie County",1979,1850,sqft,2212,2,3,81,2,1.91,9,2024-11-22,https://www.zillow.com/homedetails/426-Kaymar-Dr-Amherst-NY-14228/30240867_zpid/,"2024-11-23 09:30:22",30,25664,78058,2506
244454750,349000,"Recently Sold",Condo,2024-08-16,"3410 De Reimer Avenue #9D",Bronx,NY,10475,"Bronx County",1965,1144,sqft,3815,2,3,66,1,0,9,2024-11-28,https://www.zillow.com/homedetails/3410-De-Reimer-Ave-APT-9D-Bronx-NY-10475/244454750_zpid/,"2024-11-29 09:03:23",31,94901,NULL,4975
32301449,885000,"Recently Sold","Multi Family",2024-03-28,"54 Holland Ave","Staten Island",NY,10303,"Richmond County",1931,2200,sqft,2651,4,8,25,0,0.89,9,2024-11-22,https://www.zillow.com/homedetails/54-Holland-Ave-Staten-Island-NY-10303/32301449_zpid/,"2024-11-23 09:30:22",32,28330,51967,2769
11513773,372000,"Recently Sold",Townhouse,2024-07-18,"257 38th St",Pittsburgh,PA,15201,"Allegheny County",1890,2940,sqft,3320,2,3,336,9,1.43,9,2024-11-23,https://www.zillow.com/homedetails/257-38th-St-Pittsburgh-PA-15201/11513773_zpid/,"2024-11-23 09:30:22",33,59300,53122,2214
7954303,385000,"Recently Sold","Single Family",2024-09-22,"4739 W Bloomfield Rd",Glendale,AZ,85304,"Maricopa County",1974,1339,sqft,1886,2,3,65,0,0.41,9,2024-11-28,https://www.zillow.com/homedetails/4739-W-Bloomfield-Rd-Glendale-AZ-85304/7954303_zpid/,"2024-11-29 09:03:23",34,26837,17862,4978
32339256,900000,"Recently Sold","Single Family",2024-06-07,"228 Park St","Staten Island",NY,10306,"Richmond County",1960,2516,sqft,3784,3,3,86,1,0.89,9,2024-11-22,https://www.zillow.com/homedetails/228-Park-St-Staten-Island-NY-10306/32339256_zpid/,"2024-11-23 09:30:22",35,28348,51952,2480
11514744,478000,"Recently Sold",Townhouse,2024-10-03,"3721 Penn Ave",Pittsburgh,PA,15201,"Allegheny County",1995,NULL,NULL,2344,2,3,134,8,1.43,9,2024-11-22,https://www.zillow.com/homedetails/3721-Penn-Ave-Pittsburgh-PA-15201/11514744_zpid/,"2024-11-23 09:30:22",36,59296,53080,2098
6286251,493000,"Recently Sold","Single Family",2024-09-27,"12415 Oakbriar Ln",Charlotte,NC,28273,"Mecklenburg County",1999,2664,sqft,2487,3,4,528,36,0.67,9,2024-11-28,https://www.zillow.com/homedetails/12415-Oakbriar-Ln-Charlotte-NC-28273/6286251_zpid/,"2024-11-29 09:03:23",37,94890,NULL,4976
32364155,570000,"Recently Sold","Single Family",2024-10-03,"60 Seguine Pl","Staten Island",NY,10312,"Richmond County",1999,1172,sqft,2814,2,2,217,5,0.89,9,2024-11-22,https://www.zillow.com/homedetails/60-Seguine-Pl-Staten-Island-NY-10312/32364155_zpid/,"2024-11-23 09:30:22",38,31098,51958,2163
11512589,384125,"Recently Sold",Townhouse,2024-08-22,"183 34th St",Pittsburgh,PA,15201,"Allegheny County",1900,1336,sqft,2182,2,2,102,1,1.43,9,2024-11-22,https://www.zillow.com/homedetails/183-34th-St-Pittsburgh-PA-15201/11512589_zpid/,"2024-11-23 09:30:22",39,59302,53026,2206
20927131,700000,"Recently Sold","Multi Family",2024-10-01,"1700 W 59th St","Los Angeles",CA,90047,"Los Angeles County",1925,968,sqft,2657,3,3,24,0,1.16,9,2024-11-28,https://www.zillow.com/homedetails/1700-W-59th-St-Los-Angeles-CA-90047/20927131_zpid/,"2024-11-29 09:03:23",40,94895,21665,4977
29815601,801000,"Recently Sold","Single Family",2024-05-09,"2952 Roberts Avenue",Bronx,NY,10461,"Bronx County",1920,2340,sqft,4258,2,4,173,0,1.01,9,2024-11-22,https://www.zillow.com/homedetails/2952-Roberts-Ave-Bronx-NY-10461/29815601_zpid/,"2024-11-23 09:30:22",41,28266,NULL,2611
11510481,1775000,"Recently Sold","Single Family",2024-08-01,"2230 Country Club Dr",Pittsburgh,PA,15205,"Allegheny County",2012,8164,sqft,2955,8,6,175,3,1.43,9,2024-11-22,https://www.zillow.com/homedetails/2230-Country-Club-Dr-Pittsburgh-PA-15205/11510481_zpid/,"2024-11-23 09:30:22",42,982,2476,2838
10315868,150000,"Recently Sold",Townhouse,2024-10-18,"2407 W Oxford St",Philadelphia,PA,19121,"Philadelphia County",1915,1882,sqft,1683,0,NULL,35,1,0.74,9,2024-11-28,https://www.zillow.com/homedetails/2407-W-Oxford-St-Philadelphia-PA-19121/10315868_zpid/,"2024-11-29 09:03:23",43,94894,83812,4968
29801043,215000,"Recently Sold",Condo,2024-10-07,"1409 Wood Road UNIT 7F",Bronx,NY,10462,"Bronx County",1942,829,sqft,2832,1,1,30,0,1.01,9,2024-11-22,https://www.zillow.com/homedetails/1409-Wood-Rd-APT-7F-Bronx-NY-10462/29801043_zpid/,"2024-11-23 09:30:22",44,4062,NULL,2678
11364885,386000,"Recently Sold","Single Family",2024-09-24,"5088 W Harbison Rd",Pittsburgh,PA,15205,"Allegheny County",1965,1870,sqft,2492,3,4,166,4,1.43,9,2024-11-22,https://www.zillow.com/homedetails/5088-W-Harbison-Rd-Pittsburgh-PA-15205/11364885_zpid/,"2024-11-23 09:30:22",45,983,53039,2704
10217844,240000,"Recently Sold",Townhouse,2024-10-05,"1711 68th Ave",Philadelphia,PA,19126,"Philadelphia County",1965,1420,sqft,1739,2,4,112,4,0.74,9,2024-11-28,https://www.zillow.com/homedetails/1711-68th-Ave-Philadelphia-PA-19126/10217844_zpid/,"2024-11-29 09:03:23",46,94897,83814,4970
11437527,222500,"Recently Sold","Multi Family",2024-09-18,"1140 Brownsville Rd",Pittsburgh,PA,15210,"Allegheny County",1984,NULL,NULL,1107,3,11,56,0,1.43,9,2024-11-22,https://www.zillow.com/homedetails/1140-Brownsville-Rd-Pittsburgh-PA-15210/11437527_zpid/,"2024-11-23 09:30:22",47,42798,53165,2189
11515666,357000,"Recently Sold","Single Family",2024-09-18,"326 Maple Ter",Pittsburgh,PA,15211,"Allegheny County",1900,2851,sqft,1947,2,4,449,16,1.43,9,2024-11-22,https://www.zillow.com/homedetails/326-Maple-Ter-Pittsburgh-PA-15211/11515666_zpid/,"2024-11-23 09:30:22",48,42829,53036,2974
10574740,260000,"Recently Sold",Townhouse,2024-10-19,"4423 Tolbut St",Philadelphia,PA,19136,"Philadelphia County",1959,1120,sqft,1527,1,3,674,56,0.74,9,2024-11-28,https://www.zillow.com/homedetails/4423-Tolbut-St-Philadelphia-PA-19136/10574740_zpid/,"2024-11-29 09:03:23",49,94920,83817,4971
10407948,130000,"Recently Sold",Townhouse,2024-07-26,"7380 Wheeler St",Philadelphia,PA,19153,"Philadelphia County",1925,1182,sqft,1791,2,3,50,0,0.74,9,2024-11-28,https://www.zillow.com/homedetails/7380-Wheeler-St-Philadelphia-PA-19153/10407948_zpid/,"2024-11-29 09:03:23",50,94903,83810,4967
244428167,349000,"Recently Sold",Condo,2024-05-01,"3600 Fieldston Road UNIT 4G",Bronx,NY,10463,"Bronx County",1941,1150,sqft,3518,2,2,78,2,0,9,2024-11-22,https://www.zillow.com/homedetails/3600-Fieldston-Rd-APT-4G-Bronx-NY-10463/244428167_zpid/,"2024-11-23 09:30:22",51,54107,92704,2454
10494130,345000,"Recently Sold","Single Family",2024-08-11,"1333 Knorr St",Philadelphia,PA,19111,"Philadelphia County",1950,1886,sqft,2323,3,3,53,0,0.74,9,2024-11-28,https://www.zillow.com/homedetails/1333-Knorr-St-Philadelphia-PA-19111/10494130_zpid/,"2024-11-29 09:03:23",52,94891,83820,4973
125717172,169000,"Recently Sold",Condo,2023-12-28,"3363 Sedgwick Avenue UNIT 4S",Bronx,NY,10463,"Bronx County",1963,725,sqft,2430,1,1,370,25,0,9,2024-11-22,https://www.zillow.com/homedetails/3363-Sedgwick-Ave-APT-4S-Bronx-NY-10463/125717172_zpid/,"2024-11-23 09:30:22",53,40440,NULL,2540
11388124,451000,"Recently Sold",Townhouse,2024-09-18,"1404 James St",Pittsburgh,PA,15212,"Allegheny County",1900,1500,sqft,1762,2,2,102,5,1.43,9,2024-11-22,https://www.zillow.com/homedetails/1404-James-St-Pittsburgh-PA-15212/11388124_zpid/,"2024-11-23 09:30:22",54,40054,53173,2223
15117126,2113000,"Recently Sold","Single Family",2024-11-29,"2126 42nd Ave","San Francisco",CA,94116,"San Francisco County",1947,2006,sqft,6024,3,3,75,1,1.18,9,2024-11-28,https://www.zillow.com/homedetails/2126-42nd-Ave-San-Francisco-CA-94116/15117126_zpid/,"2024-11-29 09:03:23",55,94896,16738,4966
29850197,650000,"Recently Sold",Townhouse,2024-09-05,"101 Pell Place",Bronx,NY,10464,"Bronx County",1960,1332,sqft,3689,3,3,69,0,1.01,9,2024-11-22,https://www.zillow.com/homedetails/101-Pell-Pl-Bronx-NY-10464/29850197_zpid/,"2024-11-23 09:30:22",56,35388,NULL,1741
11492709,55000,"Recently Sold","Single Family",2024-10-01,"1603 Forsythe St",Pittsburgh,PA,15212,"Allegheny County",1911,1500,sqft,1657,1,4,124,2,1.43,9,2024-11-22,https://www.zillow.com/homedetails/1603-Forsythe-St-Pittsburgh-PA-15212/11492709_zpid/,"2024-11-23 09:30:22",57,57212,53071,2669
68270282,390000,"Recently Sold","Single Family",2024-10-13,"3937 Lonely Heart Ct","Sunrise Manor",NV,89115,"Clark County",2006,1835,sqft,1903,3,3,53,4,0.44,9,2024-11-28,https://www.zillow.com/homedetails/3937-Lonely-Heart-Ct-Sunrise-Manor-NV-89115/68270282_zpid/,"2024-11-29 09:03:23",58,94899,30991,4972
29791616,585000,"Recently Sold","Single Family",2024-07-05,"426 Howe Avenue",Bronx,NY,10473,"Bronx County",1965,1630,sqft,3719,2,3,48,0,1.01,9,2024-11-22,https://www.zillow.com/homedetails/426-Howe-Ave-Bronx-NY-10473/29791616_zpid/,"2024-11-23 09:30:22",59,42665,NULL,2492
2063005639,718000,"Recently Sold","Single Family",2024-10-04,"506 Kerrwood Rd #O",Pittsburgh,PA,15215,"Allegheny County",2008,2554,sqft,3965,4,4,123,4,1.43,9,2024-11-22,https://www.zillow.com/homedetails/506-Kerrwood-Rd-O-Pittsburgh-PA-15215/2063005639_zpid/,"2024-11-23 09:30:22",60,40086,53155,2180
14513801,520000,"Recently Sold","Single Family",2024-08-09,"213 Scenic View Ln","Stone Mountain",GA,30087,"Dekalb County",1996,4600,sqft,3111,4,7,131,3,0.91,NULL,2024-11-29,https://www.zillow.com/homedetails/213-Scenic-View-Ln-Stone-Mountain-GA-30087/14513801_zpid/,"2024-11-29 09:03:23",61,94898,25304,4969
2120325384,1250000,"Recently Sold",Townhouse,2024-01-31,"45-54 40th Street",Sunnyside,NY,11104,"Queens County",1926,3684,sqft,6203,6,6,28,0,0.86,9,2024-11-22,https://www.zillow.com/homedetails/4554-40th-St-Sunnyside-NY-11104/2120325384_zpid/,"2024-11-23 09:30:22",62,38235,NULL,2681
11571590,153000,Pending,"Single Family",2024-11-21,"1537 Alabama Ave",Pittsburgh,PA,15216,"Allegheny County",1930,1156,sqft,1158,1,3,19,0,1.43,48,NULL,https://www.zillow.com/homedetails/1537-Alabama-Ave-Pittsburgh-PA-15216/11571590_zpid/,"2024-11-23 09:30:22",63,43971,53103,10752
59167026,1180000,"Recently Sold",Condo,2024-10-31,"341 Beacon St APT 2D",Boston,MA,2116,"Suffolk County",1900,1230,sqft,5466,2,1,22,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/341-Beacon-St-APT-2D-Boston-MA-02116/59167026_zpid/,"2024-11-23 09:30:22",64,42615,16602,2705
30584434,1350000,"Recently Sold","Multi Family",2024-02-19,"173 8th St",Brooklyn,NY,11215,"Kings County",1901,2090,sqft,5042,3,5,45,0,0.71,9,2024-11-22,https://www.zillow.com/homedetails/173-8th-St-Brooklyn-NY-11215/30584434_zpid/,"2024-11-23 09:30:22",65,25632,54646,2377
11384099,53000,"Recently Sold","Single Family",2024-09-10,"2726 Woodstock Ave",Pittsburgh,PA,15218,"Allegheny County",1950,1740,sqft,1719,2,4,38,0,1.43,9,2024-11-22,https://www.zillow.com/homedetails/2726-Woodstock-Ave-Pittsburgh-PA-15218/11384099_zpid/,"2024-11-23 09:30:22",66,1358,53048,2474
59179754,1180000,"Recently Sold",Condo,2024-11-07,"236 W Canton St APT 4",Boston,MA,2116,"Suffolk County",1899,840,sqft,4060,2,2,74,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/236-W-Canton-St-APT-4-Boston-MA-02116/59179754_zpid/,"2024-11-23 09:30:22",67,42614,2519,2574
30603112,999000,"For Sale","Multi Family",2024-09-16,"624 Lexington Ave",Brooklyn,NY,11221,"Kings County",1990,1680,sqft,4427,3,4,31,0,0.71,1608,NULL,https://www.zillow.com/homedetails/624-Lexington-Ave-Brooklyn-NY-11221/30603112_zpid/,"2024-11-23 09:30:22",68,42748,2861,10750
11455082,135000,"Recently Sold","Single Family",2024-07-21,"3942 Dowling Ave",Pittsburgh,PA,15221,"Allegheny County",1950,1144,sqft,1271,1,3,69,1,1.43,9,2024-11-22,https://www.zillow.com/homedetails/3942-Dowling-Ave-Pittsburgh-PA-15221/11455082_zpid/,"2024-11-23 09:30:22",69,61190,53077,2837
30736608,1175000,"Recently Sold","Multi Family",2024-09-10,"2134 W 10th St",Brooklyn,NY,11223,"Kings County",1955,1906,sqft,3110,3,3,64,1,0.71,9,2024-11-22,https://www.zillow.com/homedetails/2134-W-10th-St-Brooklyn-NY-11223/30736608_zpid/,"2024-11-23 09:30:22",70,17624,2503,2425
119344717,275000,"Recently Sold","Single Family",2024-03-29,"306 4th Ave APT 502",Pittsburgh,PA,15222,"Allegheny County",2013,1475,sqft,2495,2,2,58,2,1.43,9,2024-11-22,https://www.zillow.com/homedetails/306-4th-Ave-APT-502-Pittsburgh-PA-15222/119344717_zpid/,"2024-11-23 09:30:22",71,40053,53057,1890
11369793,340000,"Recently Sold","Single Family",2024-07-19,"4 Pearl Ave",Pittsburgh,PA,15229,"Allegheny County",1950,NULL,NULL,2025,2,3,58,1,1.43,9,2024-11-22,https://www.zillow.com/homedetails/4-Pearl-Ave-Pittsburgh-PA-15229/11369793_zpid/,"2024-11-23 09:30:22",72,46937,53054,2538
59172046,725000,"Recently Sold",Condo,2024-11-13,"73 Marlborough St APT 4",Boston,MA,2116,"Suffolk County",1850,604,sqft,3375,1,1,15,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/73-Marlborough-St-APT-4-Boston-MA-02116/59172046_zpid/,"2024-11-23 09:30:22",73,42613,59542,2683
11441497,335000,"Recently Sold","Single Family",2024-07-10,"722 Jefferson Dr",Pittsburgh,PA,15229,"Allegheny County",1932,1390,sqft,1777,2,3,359,4,1.43,9,2024-11-22,https://www.zillow.com/homedetails/722-Jefferson-Dr-Pittsburgh-PA-15229/11441497_zpid/,"2024-11-23 09:30:22",74,46936,44629,2685
11625043,820000,"Recently Sold","Single Family",2024-02-15,"643 College St",Pittsburgh,PA,15232,"Allegheny County",1900,2936,sqft,3530,3,3,213,3,1.43,9,2024-11-22,https://www.zillow.com/homedetails/643-College-St-Pittsburgh-PA-15232/11625043_zpid/,"2024-11-23 09:30:22",75,66255,53059,2360
30728102,970000,"Recently Sold","Multi Family",2024-07-23,"1723 Gerritsen Ave",Brooklyn,NY,11229,"Kings County",1945,2427,sqft,3625,3,5,145,1,0.71,9,2024-11-22,https://www.zillow.com/homedetails/1723-Gerritsen-Ave-Brooklyn-NY-11229/30728102_zpid/,"2024-11-23 09:30:22",76,15959,54648,2334
11396773,260000,"Recently Sold","Single Family",2024-06-13,"813 Kewanna Ave",Pittsburgh,PA,15234,"Allegheny County",1950,1284,sqft,1099,2,3,45,1,1.43,9,2024-11-22,https://www.zillow.com/homedetails/813-Kewanna-Ave-Pittsburgh-PA-15234/11396773_zpid/,"2024-11-23 09:30:22",77,34167,53118,2505
30782422,755000,"Recently Sold","Single Family",2024-05-22,"2068 Royce St",Brooklyn,NY,11234,"Kings County",1965,1729,sqft,3158,2,2,63,0,0.71,9,2024-11-22,https://www.zillow.com/homedetails/2068-Royce-St-Brooklyn-NY-11234/30782422_zpid/,"2024-11-23 09:30:22",78,11458,54650,2107
11306890,240000,"Recently Sold","Single Family",2024-10-23,"552 Glen Shannon Dr",Pittsburgh,PA,15234,"Allegheny County",1964,1080,sqft,1513,2,3,349,15,1.43,9,2024-11-22,https://www.zillow.com/homedetails/552-Glen-Shannon-Dr-Pittsburgh-PA-15234/11306890_zpid/,"2024-11-23 09:30:22",79,43970,53107,2293
30775569,830000,"Recently Sold","Multi Family",2024-09-27,"1060 E 103rd Street",Brooklyn,NY,11236,"Kings County",1955,2272,sqft,2506,4,5,154,2,0.71,9,2024-11-22,https://www.zillow.com/homedetails/1060-E-103rd-St-Brooklyn-NY-11236/30775569_zpid/,"2024-11-23 09:30:22",80,13071,98331,2823
164588671,65000,"Recently Sold",Condo,2024-08-16,"446 Hoodridge Dr APT 210",Pittsburgh,PA,15234,"Allegheny County",1960,720,sqft,1050,1,1,24,0,1.43,9,2024-11-22,https://www.zillow.com/homedetails/446-Hoodridge-Dr-APT-210-Pittsburgh-PA-15234/164588671_zpid/,"2024-11-23 09:30:22",81,43969,53083,2288
336016930,545000,"For Sale",Condo,2024-05-14,"142-05 Roosevelt Ave #524",Queens,NY,11354,"Queens County",1965,NULL,sqft,3504,2,3,42,0,0,4608,NULL,https://www.zillow.com/homedetails/142-05-Roosevelt-Ave-524-Queens-NY-11354/336016930_zpid/,"2024-11-23 09:30:22",82,14076,92844,10746
