zpid,price,homeStatus,homeType,datePosted,streetAddress,city,state,zipcode,county,yearBuilt,livingArea,livingAreaUnits,rentZestimate,bathrooms,bedrooms,pageViewCount,favoriteCount,propertyTaxRate,timeOnZillow,dateSold,url,lastUpdated,pl_id,lsi_id,lph_id,ls_id
2064312705,2835000,"Recently Sold",Condo,2024-10-03,"2520 Peachtree Rd #1201",Atlanta,GA,30305,"Fulton County",2022,2528,sqft,5274,3,2,106,1,0.82,9,2024-11-22,https://www.zillow.com/homedetails/2520-Peachtree-Rd-1201-Atlanta-GA-30305/2064312705_zpid/,"2024-11-23 09:30:22",254,8584,25861,2370
60698318,455000,"Recently Sold","Single Family",2024-10-25,"3833 Rope Ln","Virginia Beach",VA,23452,"Virginia Beach City",1960,2200,sqft,2438,2,3,2549,38,0.77,9,NULL,https://www.zillow.com/homedetails/3833-Rope-Ln-Virginia-Beach-VA-23452/60698318_zpid/,"2024-11-23 09:30:22",255,43107,NULL,2061
51587207,420000,"Recently Sold","Single Family",2024-10-22,"10155 Heather Sound Dr",Tampa,FL,33647,"Hillsborough County",2000,1830,sqft,2433,2,3,210,4,0.75,9,2024-11-22,https://www.zillow.com/homedetails/10155-Heather-Sound-Dr-Tampa-FL-33647/51587207_zpid/,"2024-11-23 09:30:22",256,8436,2917,1752
35896852,143000,"Recently Sold",Condo,2024-11-04,"2499 Peachtree Rd NE APT 506",Atlanta,GA,30305,"Fulton County",1984,1399,sqft,2861,2,2,1554,75,0.82,9,2024-11-22,https://www.zillow.com/homedetails/2499-Peachtree-Rd-NE-APT-506-Atlanta-GA-30305/35896852_zpid/,"2024-11-23 09:30:22",257,8583,2752,1976
60685738,164000,"Recently Sold",Condo,2024-07-30,"3514 Markham Ct","Virginia Beach",VA,23453,"Virginia Beach City",1984,904,sqft,1641,2,2,157,5,0.77,9,NULL,https://www.zillow.com/homedetails/3514-Markham-Ct-Virginia-Beach-VA-23453/60685738_zpid/,"2024-11-23 09:30:22",258,39209,NULL,2052
54436012,440000,"Recently Sold","Single Family",2024-07-16,"2562 Cypress Trace Cir",Orlando,FL,32825,"Orange County",2001,2150,sqft,2755,3,4,147,4,0.73,9,2024-11-22,https://www.zillow.com/homedetails/2562-Cypress-Trace-Cir-Orlando-FL-32825/54436012_zpid/,"2024-11-23 09:30:22",259,13318,103265,2164
52121917,280000,"Recently Sold",Townhouse,2024-08-08,"3405 Old Anderson Rd UNIT 208",Antioch,TN,37013,"Davidson County",2000,1660,sqft,2005,3,3,448,30,0.57,9,2024-11-22,https://www.zillow.com/homedetails/3405-Old-Anderson-Rd-UNIT-208-Antioch-TN-37013/52121917_zpid/,"2024-11-23 09:30:22",260,3150,NULL,1881
14468003,633600,"Recently Sold","Single Family",2024-11-07,"310 Oakdale Rd NE",Atlanta,GA,30307,"Dekalb County",1992,1204,sqft,2601,2,2,1615,116,0.91,9,2024-11-22,https://www.zillow.com/homedetails/310-Oakdale-Rd-NE-Atlanta-GA-30307/14468003_zpid/,"2024-11-23 09:30:22",261,5648,25640,2882
6279585,415000,"Recently Sold","Single Family",2024-09-28,"3236 Rheinwood Ct",Matthews,NC,28105,"Mecklenburg County",1993,2046,sqft,2315,3,3,140,5,0.67,9,2024-11-22,https://www.zillow.com/homedetails/3236-Rheinwood-Ct-Matthews-NC-28105/6279585_zpid/,"2024-11-23 09:30:22",262,38316,2425,2557
82085570,510000,"Recently Sold","Single Family",2024-05-01,"3709 Pyrite Dr",Orlando,FL,32826,"Orange County",2006,2745,sqft,2800,3,5,481,26,0.73,9,2024-11-22,https://www.zillow.com/homedetails/3709-Pyrite-Dr-Orlando-FL-32826/82085570_zpid/,"2024-11-23 09:30:22",263,24679,103279,1925
71261185,450000,"Recently Sold","Single Family",2024-09-26,"3469 Chandler Cove Way",Antioch,TN,37013,"Davidson County",2005,2652,sqft,2485,3,4,49,2,0.57,9,2024-11-22,https://www.zillow.com/homedetails/3469-Chandler-Cove-Way-Antioch-TN-37013/71261185_zpid/,"2024-11-23 09:30:22",264,3261,98310,2743
88819158,900000,"Recently Sold","Single Family",2024-10-07,"542 Rankin St NE UNIT A",Atlanta,GA,30308,"Fulton County",2006,3092,sqft,5532,5,3,346,15,0.82,9,2024-11-22,https://www.zillow.com/homedetails/542-Rankin-St-NE-UNIT-A-Atlanta-GA-30308/88819158_zpid/,"2024-11-23 09:30:22",265,5649,2491,2622
2075495043,925000,"Recently Sold","Single Family",2024-10-24,"2109 Lombardy Cir",Charlotte,NC,28203,"Mecklenburg County",1940,1447,sqft,2782,2,3,2311,174,0.67,9,2024-11-22,https://www.zillow.com/homedetails/2109-Lombardy-Cir-Charlotte-NC-28203/2075495043_zpid/,"2024-11-23 09:30:22",266,1044,NULL,2844
2057317285,565498,"Recently Sold",Townhouse,2023-06-05,"13670 McMillan Dr #B",Orlando,FL,32827,"Orange County",2024,2040,sqft,3075,3,3,104,2,0.73,9,2024-11-22,https://www.zillow.com/homedetails/13670-McMillan-Dr-B-Orlando-FL-32827/2057317285_zpid/,"2024-11-23 09:30:22",267,22268,103256,2201
41196593,400000,"Recently Sold","Single Family",2024-11-04,"4045 Keeley Dr",Antioch,TN,37013,"Davidson County",1969,2040,sqft,2241,3,5,76,7,0.57,9,2024-11-22,https://www.zillow.com/homedetails/4045-Keeley-Dr-Antioch-TN-37013/41196593_zpid/,"2024-11-23 09:30:22",268,21507,NULL,2582
65441466,615000,"Recently Sold","Single Family",2024-09-05,"141 Richmond St SE",Atlanta,GA,30312,"Fulton County",2002,1760,sqft,2839,3,3,750,49,0.82,9,2024-11-22,https://www.zillow.com/homedetails/141-Richmond-St-SE-Atlanta-GA-30312/65441466_zpid/,"2024-11-23 09:30:22",269,5126,26446,2333
6188625,1420000,"Recently Sold","Single Family",2024-10-09,"916 Drummond Ave",Charlotte,NC,28205,"Mecklenburg County",2024,3520,sqft,6686,4,5,421,7,0.67,9,2024-11-22,https://www.zillow.com/homedetails/916-Drummond-Ave-Charlotte-NC-28205/6188625_zpid/,"2024-11-23 09:30:22",270,21319,44627,2457
124894541,800000,"Recently Sold","Single Family",2024-07-16,"8945 Merrifield St",Orlando,FL,32827,"Orange County",2015,2671,sqft,4174,4,4,1301,88,0.73,9,2024-11-22,https://www.zillow.com/homedetails/8945-Merrifield-St-Orlando-FL-32827/124894541_zpid/,"2024-11-23 09:30:22",271,22266,103202,2628
331673135,275000,"Recently Sold",Townhouse,2024-09-28,"787 Bradburn Village Way",Antioch,TN,37013,"Davidson County",2020,1344,sqft,1836,3,2,175,5,0.57,9,2024-11-22,https://www.zillow.com/homedetails/787-Bradburn-Village-Way-Antioch-TN-37013/331673135_zpid/,"2024-11-23 09:30:22",272,3152,NULL,2330
71752612,548500,"Recently Sold",Townhouse,2024-10-24,"174 Chester Ave SE UNIT 61",Atlanta,GA,30316,"Fulton County",2005,1220,sqft,2625,3,2,1121,114,0.82,9,2024-11-22,https://www.zillow.com/homedetails/174-Chester-Ave-SE-UNIT-61-Atlanta-GA-30316/71752612_zpid/,"2024-11-23 09:30:22",273,5124,25650,2393
6246867,1755000,"Recently Sold","Single Family",2024-10-23,"229 Altondale Ave",Charlotte,NC,28207,"Mecklenburg County",1940,3651,sqft,8192,4,4,1380,58,0.67,9,2024-11-22,https://www.zillow.com/homedetails/229-Altondale-Ave-Charlotte-NC-28207/6246867_zpid/,"2024-11-23 09:30:22",274,28429,70361,2222
46268396,564000,"Recently Sold","Single Family",2024-09-20,"14232 Castlerock Dr",Orlando,FL,32828,"Orange County",1998,2934,sqft,3145,3,6,346,0,0.73,9,2024-11-22,https://www.zillow.com/homedetails/14232-Castlerock-Dr-Orlando-FL-32828/46268396_zpid/,"2024-11-23 09:30:22",275,2403,103314,2560
55018421,298500,"Recently Sold",Condo,2024-08-29,"346 Carpenter Dr APT 68","Sandy Springs",GA,30328,"Fulton County",1967,1152,sqft,1769,2,2,725,41,0.82,9,2024-11-22,https://www.zillow.com/homedetails/346-Carpenter-Dr-APT-68-Sandy-Springs-GA-30328/55018421_zpid/,"2024-11-23 09:30:22",276,36473,61223,2310
6181511,330000,"Recently Sold","Single Family",2024-10-29,"1010 Pryor St",Charlotte,NC,28208,"Mecklenburg County",1925,1129,sqft,1620,1,2,1095,70,0.67,9,2024-11-22,https://www.zillow.com/homedetails/1010-Pryor-St-Charlotte-NC-28208/6181511_zpid/,"2024-11-23 09:30:22",277,43222,43066,2239
35939917,420000,"Recently Sold",Townhouse,2024-09-05,"72 Forrest Pl #72","Sandy Springs",GA,30328,"Fulton County",1980,2113,sqft,2895,3,3,709,52,0.82,9,2024-11-22,https://www.zillow.com/homedetails/72-Forrest-Pl-72-Sandy-Springs-GA-30328/35939917_zpid/,"2024-11-23 09:30:22",278,36474,25612,2265
46261506,575000,"Recently Sold","Single Family",2024-10-03,"342 Turnstone Way",Orlando,FL,32828,"Orange County",1994,2708,sqft,3708,3,5,104,1,0.73,9,2024-11-22,https://www.zillow.com/homedetails/342-Turnstone-Way-Orlando-FL-32828/46261506_zpid/,"2024-11-23 09:30:22",279,2405,103150,2367
41201193,868000,"Recently Sold","Single Family",2024-10-06,"4801 Manassas Dr",Brentwood,TN,37027,"Davidson County",1994,3505,sqft,3919,4,4,144,4,0.57,9,2024-11-22,https://www.zillow.com/homedetails/4801-Manassas-Dr-Brentwood-TN-37027/41201193_zpid/,"2024-11-23 09:30:22",280,3415,NULL,2344
46212297,386250,"Recently Sold","Single Family",2024-10-02,"12635 Huckleberry Finn Dr",Orlando,FL,32828,"Orange County",1988,1206,sqft,2214,2,3,142,2,0.73,9,2024-11-22,https://www.zillow.com/homedetails/12635-Huckleberry-Finn-Dr-Orlando-FL-32828/46212297_zpid/,"2024-11-23 09:30:22",281,2406,98729,2043
41067286,156000,"Recently Sold",Condo,2024-10-03,"1301 Neelys Bend Rd #22",Madison,TN,37115,"Davidson County",1976,680,sqft,1183,1,1,22,2,0.57,9,2024-11-22,https://www.zillow.com/homedetails/1301-Neelys-Bend-Rd-22-Madison-TN-37115/41067286_zpid/,"2024-11-23 09:30:22",282,199,90015,1917
64606957,235000,"Recently Sold",Condo,2024-08-08,"3432 Westchester Square Blvd APT 203",Orlando,FL,32835,"Orange County",2000,1181,sqft,1796,2,2,368,24,0.73,9,2024-11-22,https://www.zillow.com/homedetails/3432-Westchester-Square-Blvd-APT-203-Orlando-FL-32835/64606957_zpid/,"2024-11-23 09:30:22",283,14655,103316,2147
125934550,1875000,"Recently Sold","Single Family",2024-08-30,"3400 Lealand Ln",Nashville,TN,37204,"Davidson County",2018,4771,sqft,7046,5,5,204,9,0.57,9,2024-11-22,https://www.zillow.com/homedetails/3400-Lealand-Ln-Nashville-TN-37204/125934550_zpid/,"2024-11-23 09:30:22",284,2964,45852,1900
46218621,441000,"Recently Sold","Single Family",2024-09-19,"13322 Heron Cove Dr",Orlando,FL,32837,"Orange County",1994,1661,sqft,2446,2,3,183,9,0.73,9,2024-11-22,https://www.zillow.com/homedetails/13322-Heron-Cove-Dr-Orlando-FL-32837/46218621_zpid/,"2024-11-23 09:30:22",285,14917,103222,2157
41127806,255000,"Recently Sold",Condo,2024-05-23,"4225 Harding Pike APT 406",Nashville,TN,37205,"Davidson County",1940,790,sqft,1699,1,1,955,64,0.57,9,2024-11-22,https://www.zillow.com/homedetails/4225-Harding-Pike-APT-406-Nashville-TN-37205/41127806_zpid/,"2024-11-23 09:30:22",286,28752,2905,2170
71073875,100000,"Recently Sold",Condo,2024-08-26,"1924 Lake Atriums Cir APT 55",Orlando,FL,32839,"Orange County",1986,864,sqft,1491,2,2,633,36,0.73,9,2024-11-22,https://www.zillow.com/homedetails/1924-Lake-Atriums-Cir-APT-55-Orlando-FL-32839/71073875_zpid/,"2024-11-23 09:30:22",287,16807,76998,2626
81082599,660000,"Recently Sold","Single Family",2024-09-03,"172 Woodmont Blvd #B",Nashville,TN,37205,"Davidson County",2006,3056,sqft,4827,4,3,591,17,0.57,9,2024-11-22,https://www.zillow.com/homedetails/172-Woodmont-Blvd-B-Nashville-TN-37205/81082599_zpid/,"2024-11-23 09:30:22",288,2957,83176,2032
6242238,849000,"Recently Sold","Single Family",2024-05-31,"3613 Selwyn Farms Ln",Charlotte,NC,28209,"Mecklenburg County",1991,1978,sqft,3552,3,4,217,2,0.67,9,2024-11-22,https://www.zillow.com/homedetails/3613-Selwyn-Farms-Ln-Charlotte-NC-28209/6242238_zpid/,"2024-11-23 09:30:22",289,28430,NULL,2488
83379731,640000,"Recently Sold","Single Family",2024-10-03,"3031 Archway Cir",Buford,GA,30519,"Hall County",2007,3117,sqft,2712,4,4,258,6,0.67,9,2024-11-22,https://www.zillow.com/homedetails/3031-Archway-Cir-Buford-GA-30519/83379731_zpid/,"2024-11-23 09:30:22",290,32887,25598,2699
2060429069,705000,"Recently Sold","Single Family",2024-10-09,"2001 Straightway Ave",Nashville,TN,37206,"Davidson County",2024,2003,sqft,3107,3,3,551,31,0.57,9,2024-11-22,https://www.zillow.com/homedetails/2001-Straightway-Ave-Nashville-TN-37206/2060429069_zpid/,"2024-11-23 09:30:22",291,37511,NULL,2519
6257465,477000,"Recently Sold","Single Family",2024-09-07,"701 Seneca Pl",Charlotte,NC,28210,"Mecklenburg County",1955,1274,sqft,2695,2,3,163,2,0.67,9,2024-11-22,https://www.zillow.com/homedetails/701-Seneca-Pl-Charlotte-NC-28210/6257465_zpid/,"2024-11-23 09:30:22",292,31919,2796,2272
44489344,650000,"Recently Sold","Single Family",2024-09-20,"3659 HEDRICK Street",Jacksonville,FL,32205,"Duval County",1924,1521,sqft,2723,3,2,1277,55,0.66,9,2024-11-22,https://www.zillow.com/homedetails/3659-Hedrick-St-Jacksonville-FL-32205/44489344_zpid/,"2024-11-23 09:30:22",293,32573,73429,3132
41101725,775000,"Recently Sold","Single Family",2024-10-17,"915 Emmett Ave",Nashville,TN,37206,"Davidson County",2024,1942,sqft,3161,3,3,173,6,0.57,9,2024-11-22,https://www.zillow.com/homedetails/915-Emmett-Ave-Nashville-TN-37206/41101725_zpid/,"2024-11-23 09:30:22",294,35834,NULL,2140
116219672,507000,"Recently Sold",Townhouse,2024-10-26,"1817 Royal Gorge Ave",Charlotte,NC,28210,"Mecklenburg County",2012,1968,sqft,2413,3,3,479,16,0.67,9,2024-11-22,https://www.zillow.com/homedetails/1817-Royal-Gorge-Ave-Charlotte-NC-28210/116219672_zpid/,"2024-11-23 09:30:22",295,18296,NULL,2495
44480745,725000,"Recently Sold","Single Family",2024-07-23,"3536 PARK Street",Jacksonville,FL,32205,"Duval County",1924,2152,sqft,2843,2,3,824,47,0.66,9,2024-11-22,https://www.zillow.com/homedetails/3536-Park-St-Jacksonville-FL-32205/44480745_zpid/,"2024-11-23 09:30:22",296,32571,73560,1903
41106255,572600,"Recently Sold","Single Family",2024-09-26,"2618 Airpark Dr",Nashville,TN,37206,"Davidson County",1954,1824,sqft,2678,2,3,68,2,0.57,9,2024-11-22,https://www.zillow.com/homedetails/2618-Airpark-Dr-Nashville-TN-37206/41106255_zpid/,"2024-11-23 09:30:22",297,69236,NULL,2731
6291808,1175000,"Recently Sold","Single Family",2024-10-17,"8229 Prince George Rd",Charlotte,NC,28210,"Mecklenburg County",1974,3115,sqft,3693,4,4,536,19,0.67,9,2024-11-22,https://www.zillow.com/homedetails/8229-Prince-George-Rd-Charlotte-NC-28210/6291808_zpid/,"2024-11-23 09:30:22",298,18291,NULL,2356
44497553,122500,"Recently Sold",Condo,2024-06-28,"4975 SAN JOSE Boulevard UNIT 213",Jacksonville,FL,32207,"Duval County",1966,752,sqft,1329,1,1,181,6,0.66,9,2024-11-22,https://www.zillow.com/homedetails/4975-San-Jose-Blvd-UNIT-213-Jacksonville-FL-32207/44497553_zpid/,"2024-11-23 09:30:22",299,42117,73448,2471
43867564,733000,"Recently Sold",Condo,2024-10-15,"2333 Brickell Ave APT 1812",Miami,FL,33129,"Miami-Dade County",1974,1760,sqft,5158,2,2,280,16,0.8,9,2024-11-22,https://www.zillow.com/homedetails/2333-Brickell-Ave-APT-1812-Miami-FL-33129/43867564_zpid/,"2024-11-23 09:30:22",300,19874,38491,2773
41083456,670000,"Recently Sold","Single Family",2024-09-12,"534 Norton Ave",Nashville,TN,37207,"Davidson County",2023,2305,sqft,3192,3,4,45,0,0.57,9,2024-11-22,https://www.zillow.com/homedetails/534-Norton-Ave-Nashville-TN-37207/41083456_zpid/,"2024-11-23 09:30:22",301,35837,NULL,2442
6257847,807000,"Recently Sold","Single Family",2024-09-24,"5208 Milford Rd",Charlotte,NC,28210,"Mecklenburg County",1957,2340,sqft,3923,4,3,174,5,0.67,9,2024-11-22,https://www.zillow.com/homedetails/5208-Milford-Rd-Charlotte-NC-28210/6257847_zpid/,"2024-11-23 09:30:22",302,31913,NULL,2392
43872076,620000,"Recently Sold",Condo,2024-03-14,"1408 Brickell Bay Dr APT 211",Miami,FL,33131,"Miami-Dade County",1964,1574,sqft,6282,3,2,66,0,0.8,9,2024-11-22,https://www.zillow.com/homedetails/1408-Brickell-Bay-Dr-APT-211-Miami-FL-33131/43872076_zpid/,"2024-11-23 09:30:22",303,15114,2844,2775
44482955,400000,"Recently Sold","Single Family",2024-09-18,"2875 LORIMIER Terrace",Jacksonville,FL,32207,"Duval County",1957,1592,sqft,2055,2,4,651,27,0.66,9,2024-11-22,https://www.zillow.com/homedetails/2875-Lorimier-Ter-Jacksonville-FL-32207/44482955_zpid/,"2024-11-23 09:30:22",304,42113,73442,2558
41083487,430000,"Recently Sold","Single Family",2024-09-26,"521 Wesley Ave",Nashville,TN,37207,"Davidson County",1951,1175,sqft,2095,2,3,123,3,0.57,9,2024-11-22,https://www.zillow.com/homedetails/521-Wesley-Ave-Nashville-TN-37207/41083487_zpid/,"2024-11-23 09:30:22",305,35835,NULL,2182
2123186536,240000,"Recently Sold",Townhouse,2024-09-21,"6106 Heath Ridge Ct",Charlotte,NC,28210,"Mecklenburg County",1981,1068,sqft,1679,2,2,58,2,0.67,9,2024-11-22,https://www.zillow.com/homedetails/6106-Heath-Ridge-Ct-Charlotte-NC-28210/2123186536_zpid/,"2024-11-23 09:30:22",306,18294,NULL,2693
44478320,150000,"Recently Sold","Single Family",2024-06-11,"1652 W 3RD Street",Jacksonville,FL,32209,"Duval County",2014,1164,sqft,1233,2,3,81,0,0.66,9,2024-11-22,https://www.zillow.com/homedetails/1652-W-3rd-St-Jacksonville-FL-32209/44478320_zpid/,"2024-11-23 09:30:22",307,32572,73425,2730
41125604,590000,"Recently Sold","Single Family",2024-08-28,"5626 Meadowcrest Ln",Nashville,TN,37209,"Davidson County",1955,1323,sqft,2068,2,3,301,12,0.57,9,2024-11-22,https://www.zillow.com/homedetails/5626-Meadowcrest-Ln-Nashville-TN-37209/41125604_zpid/,"2024-11-23 09:30:22",308,28695,NULL,2415
6262242,635000,"Recently Sold","Single Family",2024-10-18,"7822 Bradenton Dr",Charlotte,NC,28210,"Mecklenburg County",1982,2331,sqft,2924,3,3,245,5,0.67,9,2024-11-22,https://www.zillow.com/homedetails/7822-Bradenton-Dr-Charlotte-NC-28210/6262242_zpid/,"2024-11-23 09:30:22",309,34053,NULL,2262
247649716,1600000,"Recently Sold",Condo,2024-07-24,"1451 Brickell Ave UNIT 3004",Miami,FL,33131,"Miami-Dade County",2017,1437,sqft,8323,3,2,78,0,0.8,9,2024-11-22,https://www.zillow.com/homedetails/1451-Brickell-Ave-UNIT-3004-Miami-FL-33131/247649716_zpid/,"2024-11-23 09:30:22",310,15112,38493,2742
126325114,706500,"Recently Sold","Single Family",2024-10-09,"5607A California Ave",Nashville,TN,37209,"Davidson County",2016,1976,sqft,3450,3,3,72,1,0.57,9,2024-11-22,https://www.zillow.com/homedetails/5607A-California-Ave-Nashville-TN-37209/126325114_zpid/,"2024-11-23 09:30:22",311,31924,NULL,2186
6270763,1200000,"Recently Sold","Single Family",2024-09-17,"243 King Owen Ct",Charlotte,NC,28211,"Mecklenburg County",1985,3900,sqft,5977,4,4,127,4,0.67,9,2024-11-22,https://www.zillow.com/homedetails/243-King-Owen-Ct-Charlotte-NC-28211/6270763_zpid/,"2024-11-23 09:30:22",312,1016,NULL,2888
2055707157,620000,"Recently Sold",Condo,2024-07-27,"398 NE 5th St #1504",Miami,FL,33132,"Miami-Dade County",2022,443,sqft,3626,1,1,35,0,0.8,9,2024-11-22,https://www.zillow.com/homedetails/398-NE-5th-St-1504-Miami-FL-33132/2055707157_zpid/,"2024-11-23 09:30:22",313,24596,38486,2955
243953647,465000,"Recently Sold","Single Family",2024-09-25,"1042 Treaty Oaks Dr",Nashville,TN,37209,"Davidson County",2020,1440,sqft,3046,3,2,81,1,0.57,9,2024-11-22,https://www.zillow.com/homedetails/1042-Treaty-Oaks-Dr-Nashville-TN-37209/243953647_zpid/,"2024-11-23 09:30:22",314,31922,45799,2291
44478947,1400,"For Rent","Single Family",2024-10-25,"1952 Broadway Ave",Jacksonville,FL,32209,"Duval County",1919,873,sqft,1178,1,3,935,56,0.66,696,NULL,https://www.zillow.com/homedetails/1952-Broadway-Ave-Jacksonville-FL-32209/44478947_zpid/,"2024-11-23 09:30:22",315,32574,2507,2004
43853878,2300000,"Recently Sold","Single Family",2024-09-03,"31 Samana Dr",Miami,FL,33133,"Miami-Dade County",1954,2172,sqft,7788,2,3,137,5,0.8,9,2024-11-22,https://www.zillow.com/homedetails/31-Samana-Dr-Miami-FL-33133/43853878_zpid/,"2024-11-23 09:30:22",316,37927,38487,2203
41148178,572500,"Recently Sold","Multi Family",2024-10-10,"2226 Foster Ave",Nashville,TN,37210,"Davidson County",1999,2310,sqft,2282,4,6,185,3,0.57,9,2024-11-22,https://www.zillow.com/homedetails/2226-Foster-Ave-Nashville-TN-37210/41148178_zpid/,"2024-11-23 09:30:22",317,2136,NULL,2697
109743695,207500,"Recently Sold",Townhouse,2024-09-09,"8508 MCGIRTS VILLAGE Lane",Jacksonville,FL,32210,"Duval County",2024,1325,sqft,1477,3,3,276,10,0.66,9,2024-11-22,https://www.zillow.com/homedetails/8508-McGirts-Village-Ln-Jacksonville-FL-32210/109743695_zpid/,"2024-11-23 09:30:22",318,50289,73423,2503
44223580,247000,"Recently Sold",Condo,2024-09-12,"7860 Camino Real #L-206",Miami,FL,33143,"Miami-Dade County",1972,712,sqft,1878,1,1,17,1,0.8,9,2024-11-22,https://www.zillow.com/homedetails/7860-Camino-Real-L-206-Miami-FL-33143/44223580_zpid/,"2024-11-23 09:30:22",319,16772,38489,2544
41148177,477500,"Recently Sold","Multi Family",2024-10-10,"2222 Foster Ave",Nashville,TN,37210,"Davidson County",1978,1534,sqft,1777,2,4,400,34,0.57,9,2024-11-22,https://www.zillow.com/homedetails/2222-Foster-Ave-Nashville-TN-37210/41148177_zpid/,"2024-11-23 09:30:22",320,2135,43979,2820
44360334,565000,"Recently Sold","Single Family",2024-09-16,"12265 SW 187th Ter",Miami,FL,33177,"Miami-Dade County",1982,1588,sqft,3901,3,5,70,3,0.8,9,2024-11-22,https://www.zillow.com/homedetails/12265-SW-187th-Ter-Miami-FL-33177/44360334_zpid/,"2024-11-23 09:30:22",321,3008,38490,2981
108760717,425000,"Recently Sold",Townhouse,2024-10-13,"2634 Avery Park Dr",Nashville,TN,37211,"Davidson County",2008,1568,sqft,2202,3,3,131,4,0.57,9,2024-11-22,https://www.zillow.com/homedetails/2634-Avery-Park-Dr-Nashville-TN-37211/108760717_zpid/,"2024-11-23 09:30:22",322,3416,NULL,2281
44357336,290000,"Recently Sold",Manufactured,2024-05-02,"19800 SW 180th Ave LOT 508",Miami,FL,33187,"Miami-Dade County",1993,1690,sqft,3637,2,4,85,0,0.8,9,2024-11-22,https://www.zillow.com/homedetails/19800-SW-180th-Ave-LOT-508-Miami-FL-33187/44357336_zpid/,"2024-11-23 09:30:22",323,16753,38495,1845
41163227,354000,"Recently Sold","Single Family",2024-09-02,"238 Elysian Fields Rd",Nashville,TN,37211,"Davidson County",1968,1175,sqft,2056,2,3,212,5,0.57,9,2024-11-22,https://www.zillow.com/homedetails/238-Elysian-Fields-Rd-Nashville-TN-37211/41163227_zpid/,"2024-11-23 09:30:22",324,2098,NULL,2145
44500033,550000,"Recently Sold","Single Family",2024-06-05,"2514 ALGONQUIN Avenue",Jacksonville,FL,32210,"Duval County",1922,1660,sqft,1888,2,3,291,7,0.66,9,2024-11-22,https://www.zillow.com/homedetails/2514-Algonquin-Ave-Jacksonville-FL-32210/44500033_zpid/,"2024-11-23 09:30:22",325,32575,73418,2254
380843185,299990,"Recently Sold","Single Family",2024-07-11,"5262 SAWMILL PT Way",Jacksonville,FL,32210,"Duval County",2024,1715,sqft,2044,2,4,10,1,0.66,9,2024-11-22,https://www.zillow.com/homedetails/5262-Sawmill-Point-Way-Jacksonville-FL-32210/380843185_zpid/,"2024-11-23 09:30:22",326,50290,73460,2692
44265454,315000,"Recently Sold",Townhouse,2024-09-02,"15110 SW 81st St #109",Miami,FL,33193,"Miami-Dade County",1980,1097,sqft,2356,2,2,120,0,0.8,9,2024-11-22,https://www.zillow.com/homedetails/15110-SW-81st-St-109-Miami-FL-33193/44265454_zpid/,"2024-11-23 09:30:22",327,36319,38496,2296
167057625,228000,"Recently Sold",Townhouse,2024-09-05,"1312 Killashee Ct",Charlotte,NC,28213,"Mecklenburg County",2015,1100,sqft,1588,3,2,32,1,0.67,9,2024-11-22,https://www.zillow.com/homedetails/1312-Killashee-Ct-Charlotte-NC-28213/167057625_zpid/,"2024-11-23 09:30:22",328,34094,NULL,2167
45094791,450000,"Recently Sold","Single Family",2024-11-04,"1105 W Peninsular St",Tampa,FL,33603,"Hillsborough County",1947,1411,sqft,2421,1,3,130,4,0.75,9,2024-11-22,https://www.zillow.com/homedetails/1105-W-Peninsular-St-Tampa-FL-33603/45094791_zpid/,"2024-11-23 09:30:22",329,10198,103234,1873
54492110,150000,"Recently Sold",Condo,2024-07-26,"9273 Meadow Vista Rd",Charlotte,NC,28213,"Mecklenburg County",1999,783,sqft,1247,2,1,53,4,0.67,9,2024-11-22,https://www.zillow.com/homedetails/9273-Meadow-Vista-Rd-Charlotte-NC-28213/54492110_zpid/,"2024-11-23 09:30:22",330,34093,NULL,2805
45079265,360000,"Recently Sold","Single Family",2024-08-15,"8316 N 10th St",Tampa,FL,33604,"Hillsborough County",1952,1416,sqft,2350,3,4,388,26,0.75,9,2024-11-22,https://www.zillow.com/homedetails/8316-N-10th-St-Tampa-FL-33604/45079265_zpid/,"2024-11-23 09:30:22",331,20154,103309,1964
6190559,285000,"Recently Sold","Single Family",2024-08-31,"4717 Thornwood Rd",Charlotte,NC,28213,"Mecklenburg County",1961,1079,sqft,1817,2,3,105,4,0.67,9,2024-11-22,https://www.zillow.com/homedetails/4717-Thornwood-Rd-Charlotte-NC-28213/6190559_zpid/,"2024-11-23 09:30:22",332,45138,NULL,2066
45108937,275000,"Recently Sold","Single Family",2024-10-19,"3303 N 29th St",Tampa,FL,33605,"Hillsborough County",1957,1396,sqft,1982,2,3,67,2,0.75,9,2024-11-22,https://www.zillow.com/homedetails/3303-N-29th-St-Tampa-FL-33605/45108937_zpid/,"2024-11-23 09:30:22",333,13100,2471,2224
339866396,381900,"Recently Sold","Single Family",2024-07-26,"6428 Lowe Ln",Charlotte,NC,28214,"Mecklenburg County",2024,1679,sqft,2133,3,3,15,0,0.67,9,2024-11-22,https://www.zillow.com/homedetails/6428-Lowe-Ln-Charlotte-NC-28214/339866396_zpid/,"2024-11-23 09:30:22",334,41432,NULL,2081
