zpid,lastUpdatedTimestamp,lastUpdatedDate,valueIncreaseRate,taxIncreaseRate,taxPaid,propertyValue,lti_id,lmi_id,lph_id
10544156,"2018-11-21 00:15:06",2018-11-21,0,0,869.28,NULL,301,NULL,83642
10544156,"2021-11-21 00:15:06",2021-11-21,0,0,902.87,NULL,302,NULL,83642
10544156,"2016-11-21 00:15:06",2016-11-21,0,0,902.87,NULL,303,NULL,83642
10544156,"2024-11-21 00:15:06",2024-11-21,0,0,1541.18,110100,304,NULL,83642
10544156,"2022-11-21 00:15:06",2022-11-21,0,0,902.87,NULL,305,NULL,83642
10544156,"2012-11-21 00:15:06",2012-11-21,0,0,864.3,6560,306,NULL,83642
10544156,"2017-11-21 00:15:06",2017-11-21,0,0,862.08,NULL,307,NULL,83642
10544156,"2015-11-21 00:15:06",2015-11-21,0,0,902.87,NULL,308,NULL,83642
10544156,"2023-11-21 00:15:06",2023-11-21,0,1,1541.18,110100,309,NULL,83642
62711068,"2019-11-21 00:14:54",2019-11-21,1,0,3766.24,27600,310,9915,51801
62711068,"2020-11-21 00:14:54",2020-11-21,0,0,3794.84,31740,311,9915,51801
62711068,"2016-11-21 00:14:54",2016-11-21,0,0,2676.78,14940,312,9915,51801
62711068,"2017-11-21 00:14:54",2017-11-21,0,0,3228.16,15836,313,9915,51801
62711068,"2014-11-21 00:14:54",2014-11-21,0,0,2562,14940,314,9915,51801
62711068,"2015-11-21 00:14:54",2015-11-21,0,0,2676.78,14940,315,9915,51801
10389790,"2014-11-21 00:15:00",2014-11-21,7,0,809.08,49000,316,11230,83490
10389790,"2012-11-21 00:15:00",2012-11-21,0,0,656.6,6528,317,11230,83490
10389790,"2018-11-21 00:15:00",2018-11-21,0,0,1587.37,NULL,318,11230,83490
10389790,"2023-11-21 00:15:00",2023-11-21,0,0,2019.91,144300,319,11230,83490
10389790,"2015-11-21 00:15:00",2015-11-21,0,0,809.08,NULL,320,11230,83490
10389790,"2016-11-21 00:15:00",2016-11-21,0,0,809.08,NULL,321,11230,83490
10389790,"2017-11-21 00:15:00",2017-11-21,0,1,1587.37,NULL,322,11230,83490
10389790,"2022-11-21 00:15:00",2022-11-21,0,0,1720.35,NULL,323,11230,83490
10389790,"2021-11-21 00:15:00",2021-11-21,0,0,1720.35,NULL,324,11230,83490
10389790,"2024-11-21 00:15:00",2024-11-21,0,0,2019.91,144300,325,11230,83490
7168289,"2018-11-21 00:19:40",2018-11-21,0,0,2611.49,121369,326,10181,30390
7168289,"2023-11-21 00:19:40",2023-11-21,0,0,3143.24,149575,327,10181,30390
7168289,"2017-11-21 00:19:40",2017-11-21,0,0,2611.49,114255,328,10181,30390
7168289,"2020-11-21 00:19:40",2020-11-21,0,0,2925.67,132983,329,10181,30390
7168289,"2015-11-21 00:19:40",2015-11-21,0,0,2530.36,102166,330,10181,30390
7168289,"2021-11-21 00:19:40",2021-11-21,0,0,2962.32,139546,331,10181,30390
7168289,"2019-11-21 00:19:40",2019-11-21,0,0,2791.77,121369,332,10181,30390
7168289,"2022-11-21 00:19:40",2022-11-21,0,0,3190.87,140014,333,10181,30390
7168289,"2014-11-21 00:19:40",2014-11-21,0,0,2530.36,83707,334,10181,30390
7168289,"2024-11-21 00:19:40",2024-11-21,0,0,3237.39,165012,335,10181,30390
7168289,"2016-11-21 00:19:40",2016-11-21,0,0,2611.49,116957,336,10181,30390
113376548,"2021-11-21 00:17:33",2021-11-21,0,0,2122.44,151906,337,12307,72562
113376548,"2019-11-21 00:17:33",2019-11-21,0,0,2070.5,146441,338,12307,72562
113376548,"2023-11-21 00:17:33",2023-11-21,1,1,4135.33,292070,339,12307,72562
113376548,"2014-11-21 00:17:33",2014-11-21,0,0,1899.15,129807,340,12307,72562
113376548,"2022-11-21 00:17:33",2022-11-21,0,0,2144,156463,341,12307,72562
113376548,"2015-11-21 00:17:33",2015-11-21,0,0,1994.94,130845,342,12307,72562
113376548,"2016-11-21 00:17:33",2016-11-21,0,0,2010.52,137861,343,12307,72562
113376548,"2017-11-21 00:17:33",2017-11-21,0,0,2040.09,140756,344,12307,72562
113376548,"2018-11-21 00:17:33",2018-11-21,0,0,2040.09,143711,345,12307,72562
113376548,"2020-11-21 00:17:33",2020-11-21,0,0,2098.82,149809,346,12307,72562
80850213,"2012-11-21 00:18:12",2012-11-21,0,0,1915.03,10672,347,12820,NULL
80850213,"2007-11-21 00:18:12",2007-11-21,0,0,3302.08,23250,348,12820,NULL
80850213,"2019-11-21 00:18:12",2019-11-21,0,0,3781.16,18820,349,12820,NULL
80850213,"2022-11-21 00:18:12",2022-11-21,0,0,3850.19,18719,350,12820,NULL
80850213,"2011-11-21 00:18:12",2011-11-21,0,0,2165.25,13362,351,12820,NULL
80850213,"2013-11-21 00:18:12",2013-11-21,0,0,1940.97,10672,352,12820,NULL
80850213,"2008-11-21 00:18:12",2008-11-21,0,0,3069.24,21396,353,12820,NULL
80850213,"2015-11-21 00:18:12",2015-11-21,0,0,2607.19,14228,354,12820,NULL
80850213,"2016-11-21 00:18:12",2016-11-21,0,0,2849.71,14228,355,12820,NULL
80850213,"2017-11-21 00:18:12",2017-11-21,0,0,3062.84,14228,356,12820,NULL
80850213,"2021-11-21 00:18:12",2021-11-21,0,0,3764.25,18719,357,12820,NULL
80850213,"2009-11-21 00:18:12",2009-11-21,0,0,3123.83,20033,358,12820,NULL
80850213,"2014-11-21 00:18:12",2014-11-21,0,0,1980.04,10672,359,12820,NULL
80850213,"2006-11-21 00:18:12",2006-11-21,0,0,3337.72,23250,360,12820,NULL
80850213,"2010-11-21 00:18:12",2010-11-21,0,0,2174.32,13362,361,12820,NULL
80850213,"2020-11-21 00:18:12",2020-11-21,0,0,3861.73,17335,362,12820,NULL
80850213,"2018-11-21 00:18:12",2018-11-21,0,0,3717.57,18820,363,12820,NULL
338426663,"2023-11-21 00:15:59",2023-11-21,1,0,2516.4,337000,364,10212,NULL
338426663,"2022-11-21 00:15:59",2022-11-21,0,0,2176.01,221400,365,10212,NULL
6320425,"2017-11-21 00:15:52",2017-11-21,0,0,4797.48,366500,366,10227,NULL
6320425,"2014-11-21 00:15:52",2014-11-21,0,0,4769.33,366500,367,10227,NULL
6320425,"2022-11-21 00:15:52",2022-11-21,0,0,4767.21,481000,368,10227,NULL
6320425,"2016-11-21 00:15:52",2016-11-21,0,0,4797.48,366500,369,10227,NULL
6320425,"2019-11-21 00:15:52",2019-11-21,0,0,4697.5,477300,370,10227,NULL
6320425,"2018-11-21 00:15:52",2018-11-21,0,0,4881.68,366500,371,10227,NULL
6320425,"2023-11-21 00:15:52",2023-11-21,0,0,5423.27,720400,372,10227,NULL
6320425,"2015-11-21 00:15:52",2015-11-21,0,0,4797.48,366500,373,10227,NULL
6320425,"2021-11-21 00:15:52",2021-11-21,0,0,4756.17,481000,374,10227,NULL
6320425,"2020-11-21 00:15:52",2020-11-21,0,0,4756.53,477300,375,10227,NULL
247529005,"2020-11-21 00:16:03",2020-11-21,0,0,1516.27,11080,376,10249,23911
247529005,"2021-11-21 00:16:03",2021-11-21,0,0,1463.67,11080,377,10249,23911
247529005,"2017-11-21 00:16:03",2017-11-21,0,0,1516.27,2700,378,10249,23911
247529005,"2022-11-21 00:16:03",2022-11-21,0,0,1397.22,11080,379,10249,23911
247529005,"2023-11-21 00:16:03",2023-11-21,2,5,8032.56,28800,380,10249,23911
247529005,"2019-11-21 00:16:03",2019-11-21,3,0,1516.27,11080,381,10249,23911
61869870,"2023-11-21 00:19:15",2023-11-21,0,0,6765.66,653180,382,NULL,55654
61869870,"2020-11-21 00:19:15",2020-11-21,0,0,9740.31,516610,383,NULL,55654
61869870,"2017-11-21 00:19:15",2017-11-21,0,0,10280.59,460200,384,NULL,55654
61869870,"2014-11-21 00:19:15",2014-11-21,0,0,7875.62,347370,385,NULL,55654
61869870,"2021-11-21 00:19:15",2021-11-21,0,0,8152.51,460200,386,NULL,55654
61869870,"2022-11-21 00:19:15",2022-11-21,0,0,7441.36,460200,387,NULL,55654
61869870,"2018-11-21 00:19:15",2018-11-21,0,0,10096.89,516610,388,NULL,55654
61869870,"2019-11-21 00:19:15",2019-11-21,0,0,9806.87,516610,389,NULL,55654
61869870,"2016-11-21 00:19:15",2016-11-21,0,0,9362.08,460200,390,NULL,55654
61869870,"2015-11-21 00:19:15",2015-11-21,0,0,7875.62,385970,391,NULL,55654
88183854,"2016-11-21 00:17:58",2016-11-21,0,0,2551.44,16800,392,11265,90288
88183854,"2005-11-21 00:17:58",2005-11-21,0,0,510.79,42103,393,11265,90288
88183854,"2015-11-21 00:17:58",2015-11-21,0,0,2551.44,16800,394,11265,90288
88183854,"2000-11-21 00:17:58",2000-11-21,0,0,2348.65,30100,395,11265,90288
88183854,"2019-11-21 00:17:58",2019-11-21,0,0,1294.97,12800,396,11265,90288
88183854,"2010-11-21 00:17:58",2010-11-21,0,0,2551.44,33811,397,11265,90288
88183854,"2013-11-21 00:17:58",2013-11-21,0,0,2359.8,23598,398,11265,90288
88183854,"2020-11-21 00:17:58",2020-11-21,0,1,1989.23,16100,399,11265,90288
88183854,"2018-11-21 00:17:58",2018-11-21,0,0,1294.97,12200,400,11265,90288
48751150,"2017-11-21 00:19:48",2017-11-21,0,0,142.79,218000,401,10138,41230
48751150,"2021-11-21 00:19:48",2021-11-21,0,0,134.17,74000,402,10138,41230
48751150,"2001-11-21 00:19:48",2001-11-21,0,0,213.1,74000,403,10138,41230
48751150,"2023-11-21 00:19:48",2023-11-21,0,0,128.81,74000,404,10138,41230
48751150,"2018-11-21 00:19:48",2018-11-21,-1,0,137.45,74000,405,10138,41230
48751150,"2019-11-21 00:19:48",2019-11-21,0,0,136.81,74000,406,10138,41230
48751150,"2015-11-21 00:19:48",2015-11-21,0,0,148.43,160000,407,10138,41230
48751150,"2013-11-21 00:19:48",2013-11-21,0,0,148.43,131000,408,10138,41230
48751150,"2016-11-21 00:19:48",2016-11-21,0,0,148.43,187000,409,10138,41230
48751150,"2000-11-21 00:19:48",2000-11-21,0,0,147.02,65700,410,10138,41230
48751150,"2014-11-21 00:19:48",2014-11-21,0,0,148.43,154000,411,10138,41230
48751150,"2020-11-21 00:19:48",2020-11-21,0,0,140.6,74000,412,10138,41230
33363504,"2011-11-21 00:17:46",2011-11-21,0,0,1180,19080,413,11216,70449
33363504,"2017-11-21 00:17:46",2017-11-21,0,1,1395.26,10850,414,11216,70449
33363504,"2006-11-21 00:17:46",2006-11-21,0,0,1274.12,22610,415,11216,70449
33363504,"2008-11-21 00:17:46",2008-11-21,0,0,1317.94,22610,416,11216,70449
33363504,"2022-11-21 00:17:46",2022-11-21,0,0,1322.78,17150,417,11216,70449
33363504,"2020-11-21 00:17:46",2020-11-21,0,0,1150.06,13020,418,11216,70449
68416596,"2023-11-25 05:17:30",2023-11-25,0,0,3303.86,480878,419,NULL,442
68416596,"2022-11-25 05:17:30",2022-11-25,0,0,2762.71,398507,420,NULL,442
68416596,"2017-11-25 05:17:30",2017-11-25,0,0,8213.83,294859,421,NULL,442
68416596,"2019-11-25 05:17:30",2019-11-25,0,-1,2354.59,300217,422,NULL,442
68416596,"2020-11-25 05:17:30",2020-11-25,0,0,2456.22,318376,423,NULL,442
68416596,"2015-11-25 05:17:30",2015-11-25,0,0,6160.66,267222,424,NULL,442
68416596,"2016-11-25 05:17:30",2016-11-25,0,0,6596.93,294859,425,NULL,442
20583509,"2022-11-25 05:26:55",2022-11-25,0,0,8698.36,714000,426,NULL,13416
20583509,"2018-11-25 05:26:55",2018-11-25,0,0,5774.8,461585,427,NULL,13416
20583509,"2016-11-25 05:26:55",2016-11-25,0,0,5653.2,443663,428,NULL,13416
20583509,"2020-11-25 05:26:55",2020-11-25,0,0,6116.8,480231,429,NULL,13416
20583509,"2017-11-25 05:26:55",2017-11-25,0,0,5774.8,452535,430,NULL,13416
20583509,"2024-11-25 05:26:55",2024-11-25,0,0,9325.47,747005,431,NULL,13416
20583509,"2014-11-25 05:26:55",2014-11-25,0,0,610.28,30551,432,NULL,13416
20583509,"2021-11-25 05:26:55",2021-11-25,0,0,6058.56,485205,433,NULL,13416
20583509,"2019-11-25 05:26:55",2019-11-25,0,0,6116.8,470816,434,NULL,13416
20583509,"2023-11-25 05:26:55",2023-11-25,0,0,9162.21,728280,435,NULL,13416
20583509,"2015-11-25 05:26:55",2015-11-25,13,8,5508,437000,436,NULL,13416
44582229,"2018-11-25 05:13:43",2018-11-25,0,0,2307.72,158062,437,NULL,72627
44582229,"2019-11-25 05:13:43",2019-11-25,0,0,2340.82,161065,438,NULL,72627
44582229,"2003-11-25 05:13:43",2003-11-25,0,0,1404.22,97915,439,NULL,72627
44582229,"2005-11-25 05:13:43",2005-11-25,0,0,1433.48,102671,440,NULL,72627
44582229,"2014-11-25 05:13:43",2014-11-25,0,0,2280.42,137881,441,NULL,72627
44582229,"2021-11-25 05:13:43",2021-11-25,0,0,2869.81,193583,442,NULL,72627
44582229,"2015-11-25 05:13:43",2015-11-25,0,0,2259.22,150573,443,NULL,72627
44582229,"2017-11-25 05:13:43",2017-11-25,0,0,2307.72,154811,444,NULL,72627
44582229,"2020-11-25 05:13:43",2020-11-25,0,0,2840.54,190911,445,NULL,72627
44582229,"2023-11-25 05:13:43",2023-11-25,0,0,3162.41,205371,446,NULL,72627
44582229,"2016-11-25 05:13:43",2016-11-25,0,0,2275.65,151627,447,NULL,72627
44582229,"2022-11-25 05:13:43",2022-11-25,0,0,2893.06,199390,448,NULL,72627
60648789,"2018-11-25 05:08:03",2018-11-25,0,0,1976.93,197200,449,NULL,NULL
60648789,"2014-11-25 05:08:03",2014-11-25,0,0,1834.48,181700,450,NULL,NULL
60648789,"2017-11-25 05:08:03",2017-11-25,0,0,1976.94,197200,451,NULL,NULL
60648789,"2019-11-25 05:08:03",2019-11-25,0,0,1976.93,197200,452,NULL,NULL
60648789,"2021-11-25 05:08:03",2021-11-25,0,0,2012.67,203300,453,NULL,NULL
60648789,"2022-11-25 05:08:03",2022-11-25,0,0,2279.97,230300,454,NULL,NULL
60648789,"2015-11-25 05:08:03",2015-11-25,0,0,1834.48,185300,455,NULL,NULL
60648789,"2023-11-25 05:08:03",2023-11-25,0,0,2553.21,257900,456,NULL,NULL
60648789,"2016-11-25 05:08:03",2016-11-25,0,0,1882.98,190200,457,NULL,NULL
60648789,"2020-11-25 05:08:03",2020-11-25,0,0,2137.48,193000,458,NULL,NULL
35877973,"2020-11-25 05:09:45",2020-11-25,0,0,6017.9,145360,459,17832,NULL
35877973,"2021-11-25 05:09:45",2021-11-25,0,0,4025.69,164400,460,17832,NULL
35877973,"2015-11-25 05:09:45",2015-11-25,0,0,2848.6,83560,461,17832,NULL
35877973,"2004-11-25 05:09:45",2004-11-25,0,-1,625.55,88440,462,17832,NULL
35877973,"2003-11-25 05:09:45",2003-11-25,0,3,2833.45,85520,463,17832,NULL
35877973,"2014-11-25 05:09:45",2014-11-25,0,0,2478.37,83560,464,17832,NULL
35877973,"2017-11-25 05:09:45",2017-11-25,0,0,4242.46,83560,465,17832,NULL
35877973,"2007-11-25 05:09:45",2007-11-25,0,0,722.91,116360,466,17832,NULL
35877973,"2002-11-25 05:09:45",2002-11-25,0,-1,695.97,75560,467,17832,NULL
35877973,"2022-11-25 05:09:45",2022-11-25,0,0,4350.76,177680,468,17832,NULL
35877973,"2010-11-25 05:09:45",2010-11-25,0,0,2729.39,85960,469,17832,NULL
35877973,"2023-11-25 05:09:45",2023-11-25,0,0,5055.09,233000,470,17832,NULL
35877973,"2018-11-25 05:09:45",2018-11-25,0,0,4242.46,122840,471,17832,NULL
35877973,"2019-11-25 05:09:45",2019-11-25,0,0,4242.46,125840,472,17832,NULL
35877973,"2012-11-25 05:09:45",2012-11-25,0,0,569.31,81680,473,17832,NULL
35877973,"2001-11-25 05:09:45",2001-11-25,0,0,1994.68,65800,474,17832,NULL
35877973,"2016-11-25 05:09:45",2016-11-25,0,0,2840.4,83560,475,17832,NULL
70352214,"2022-11-25 05:23:50",2022-11-25,0,0,28409.86,1424530,476,NULL,439
70352214,"2023-11-25 05:23:50",2023-11-25,0,0,27720.04,1566983,477,NULL,439
70352214,"2017-11-25 05:23:50",2017-11-25,0,5,27906.34,1156642,478,NULL,439
70352214,"2020-11-25 05:23:50",2020-11-25,0,0,27355.25,1177297,479,NULL,439
70352214,"2016-11-25 05:23:50",2016-11-25,1,0,4439.63,1274446,480,NULL,439
70352214,"2014-11-25 05:23:50",2014-11-25,0,0,4439.63,160000,481,NULL,439
70352214,"2015-11-25 05:23:50",2015-11-25,4,0,4439.63,825438,482,NULL,439
70352214,"2019-11-25 05:23:50",2019-11-25,0,0,27472.56,1177297,483,NULL,439
70352214,"2018-11-25 05:23:50",2018-11-25,0,0,27906.34,1226385,484,NULL,439
35901782,"2022-11-25 05:09:55",2022-11-25,0,0,6425.02,158760,485,9032,27001
35901782,"2021-11-25 05:09:55",2021-11-25,1,1,5690.85,140480,486,9032,27001
35901782,"2016-11-25 05:09:55",2016-11-25,0,0,2630.4,60000,487,9032,27001
35901782,"2010-11-25 05:09:55",2010-11-25,0,2,3650.24,97240,488,9032,27001
35901782,"2014-11-25 05:09:55",2014-11-25,0,0,2312.39,60000,489,9032,27001
35901782,"2017-11-25 05:09:55",2017-11-25,0,0,2523,60000,490,9032,27001
35901782,"2007-11-25 05:09:55",2007-11-25,0,0,1102.39,104680,491,9032,27001
35901782,"2009-11-25 05:09:55",2009-11-25,0,0,1100.7,104520,492,9032,27001
35901782,"2013-11-25 05:09:55",2013-11-25,0,0,2647.26,60000,493,9032,27001
35901782,"2023-11-25 05:09:55",2023-11-25,0,0,5916.81,185480,494,9032,27001
35901782,"2020-11-25 05:09:55",2020-11-25,0,0,3312,80000,495,9032,27001
35901782,"2018-11-25 05:09:55",2018-11-25,1,0,2523,138840,496,9032,27001
35901782,"2019-11-25 05:09:55",2019-11-25,0,0,2523,80000,497,9032,27001
35901782,"2015-11-25 05:09:55",2015-11-25,1,0,2635.6,99240,498,9032,27001
35901782,"2012-11-25 05:09:55",2012-11-25,0,0,3482.06,92200,499,9032,27001
366575703,"2023-11-25 05:10:59",2023-11-25,0,0,73.49,3828,500,NULL,103901
14722135,"2023-11-25 05:31:33",2023-11-25,0,0,4607.45,116240,501,NULL,64221
14722135,"2002-11-25 05:31:33",2002-11-25,0,0,1839.7,55000,502,NULL,64221
14722135,"2013-11-25 05:31:33",2013-11-25,0,0,1502.32,30440,503,NULL,64221
14722135,"2003-11-25 05:31:33",2003-11-25,0,0,924.76,55000,504,NULL,64221
14722135,"2022-11-25 05:31:33",2022-11-25,0,0,4574.39,116240,505,NULL,64221
14722135,"2018-11-25 05:31:33",2018-11-25,0,0,3015.31,74440,506,NULL,64221
14722135,"2020-11-25 05:31:33",2020-11-25,0,0,3613.21,87680,507,NULL,64221
14722135,"2016-11-25 05:31:33",2016-11-25,0,0,2358.49,55200,508,NULL,64221
14722135,"2015-11-25 05:31:33",2015-11-25,0,0,2375.4,55200,509,NULL,64221
14722135,"2019-11-25 05:31:33",2019-11-25,0,0,3015.31,74440,510,NULL,64221
14722135,"2021-11-25 05:31:33",2021-11-25,0,0,3594.05,87680,511,NULL,64221
14722135,"2014-11-25 05:31:33",2014-11-25,1,1,2375.4,55200,512,NULL,64221
14722135,"2001-11-25 05:31:33",2001-11-25,0,0,1855.65,55000,513,NULL,64221
4021080,"2004-11-25 05:15:24",2004-11-25,0,0,566.83,10870,514,NULL,77376
4021080,"2009-11-25 05:15:24",2009-11-25,0,0,2000.76,14611,515,NULL,77376
4021080,"2017-11-25 05:15:24",2017-11-25,0,0,3027.74,14065,516,NULL,77376
4021080,"2019-11-25 05:15:24",2019-11-25,0,0,2257.78,14667,517,NULL,77376
4021080,"2022-11-25 05:15:24",2022-11-25,0,0,2793.11,17000,518,NULL,77376
4021080,"2008-11-25 05:15:24",2008-11-25,0,0,2342.26,16328,519,NULL,77376
4021080,"2018-11-25 05:15:24",2018-11-25,0,0,2897.21,14667,520,NULL,77376
4021080,"2000-11-25 05:15:24",2000-11-25,0,0,855.82,9303,521,NULL,77376
4021080,"2015-11-25 05:15:24",2015-11-25,0,0,2577.32,14065,522,NULL,77376
4021080,"2003-11-25 05:15:24",2003-11-25,0,0,644.97,10870,523,NULL,77376
4021080,"2012-11-25 05:15:24",2012-11-25,0,0,1878.83,12965,524,NULL,77376
4021080,"2007-11-25 05:15:24",2007-11-25,0,0,2318.96,16328,525,NULL,77376
4021080,"2002-11-25 05:15:24",2002-11-25,0,0,729.59,9303,526,NULL,77376
4021080,"2020-11-25 05:15:24",2020-11-25,0,0,2249.46,13200,527,NULL,77376
4021080,"2016-11-25 05:15:24",2016-11-25,0,0,2817.06,14065,528,NULL,77376
4021080,"2011-11-25 05:15:24",2011-11-25,0,0,2040.33,14611,529,NULL,77376
4021080,"2010-11-25 05:15:24",2010-11-25,0,0,2081.67,14611,530,NULL,77376
4021080,"1999-11-25 05:15:24",1999-11-25,0,0,855.82,7923,531,NULL,77376
4021080,"2021-11-25 05:15:24",2021-11-25,0,0,2748.85,17000,532,NULL,77376
4021080,"2013-11-25 05:15:24",2013-11-25,0,0,1879.76,12965,533,NULL,77376
4021080,"2001-11-25 05:15:24",2001-11-25,0,0,780.82,9303,534,NULL,77376
4021080,"2005-11-25 05:15:24",2005-11-25,0,1,1292.37,10870,535,NULL,77376
4021080,"2006-11-25 05:15:24",2006-11-25,1,1,2344.01,16328,536,NULL,77376
4021080,"2014-11-25 05:15:24",2014-11-25,0,0,2405.54,12965,537,NULL,77376
7117400,"2024-11-25 05:25:29",2024-11-25,0,0,3619.01,182544,538,NULL,34811
7117400,"2021-11-25 05:25:29",2021-11-25,0,0,3311.56,149004,539,NULL,34811
7117400,"2015-11-25 05:25:29",2015-11-25,0,0,2947.99,113954,540,NULL,34811
7117400,"2014-11-25 05:25:29",2014-11-25,0,0,2861.85,94674,541,NULL,34811
7117400,"2023-11-25 05:25:29",2023-11-25,0,0,3513.74,157942,542,NULL,34811
7117400,"2018-11-25 05:25:29",2018-11-25,0,0,2953.4,133356,543,NULL,34811
7117400,"2020-11-25 05:25:29",2020-11-25,0,0,3214.52,144022,544,NULL,34811
7117400,"2019-11-25 05:25:29",2019-11-25,0,0,3120.96,133356,545,NULL,34811
7117400,"2017-11-25 05:25:29",2017-11-25,0,0,2953.4,135049,546,NULL,34811
7117400,"2016-11-25 05:25:29",2016-11-25,0,0,2953.4,128112,547,NULL,34811
7117400,"2022-11-25 05:25:29",2022-11-25,0,0,3411.47,150103,548,NULL,34811
46185304,"2005-11-25 05:13:39",2005-11-25,0,0,2215.78,153972,549,NULL,105022
46185304,"2013-11-25 05:13:39",2013-11-25,0,0,1447.45,115324,550,NULL,105022
46185304,"2000-11-25 05:13:39",2000-11-25,0,0,1804.89,107345,551,NULL,105022
46185304,"2015-11-25 05:13:39",2015-11-25,0,0,1421.71,148104,552,NULL,105022
46185304,"2006-11-25 05:13:39",2006-11-25,0,0,3159.95,193449,553,NULL,105022
46185304,"2020-11-25 05:13:39",2020-11-25,0,0,1551.71,127135,554,NULL,105022
46185304,"2023-11-25 05:13:39",2023-11-25,0,0,1707.07,136765,555,NULL,105022
46185304,"2011-11-25 05:13:39",2011-11-25,0,0,1426.26,111601,556,NULL,105022
46185304,"2018-11-25 05:13:39",2018-11-25,0,0,1490.84,121960,557,NULL,105022
46185304,"2007-11-25 05:13:39",2007-11-25,0,0,2924.09,246206,558,NULL,105022
46185304,"2001-11-25 05:13:39",2001-11-25,0,0,1848.46,109505,559,NULL,105022
46185304,"2002-11-25 05:13:39",2002-11-25,0,0,1832.74,120699,560,NULL,105022
46185304,"2021-11-25 05:13:39",2021-11-25,0,0,1571.85,128915,561,NULL,105022
46185304,"2017-11-25 05:13:39",2017-11-25,0,0,1490.84,177313,562,NULL,105022
46185304,"2010-11-25 05:13:39",2010-11-25,0,0,1432.64,115036,563,NULL,105022
46185304,"2003-11-25 05:13:39",2003-11-25,0,0,2101.46,125385,564,NULL,105022
46185304,"2019-11-25 05:13:39",2019-11-25,0,0,1517.11,124277,565,NULL,105022
46185304,"2012-11-25 05:13:39",2012-11-25,0,0,1426.24,111659,566,NULL,105022
46185304,"2016-11-25 05:13:39",2016-11-25,0,0,1450.98,169950,567,NULL,105022
46185304,"2004-11-25 05:13:39",2004-11-25,0,0,2114.79,130238,568,NULL,105022
46185304,"2014-11-25 05:13:39",2014-11-25,0,0,1483.77,130228,569,NULL,105022
46185304,"2022-11-25 05:13:39",2022-11-25,0,0,1611.58,132782,570,NULL,105022
46185304,"2008-11-25 05:13:39",2008-11-25,0,0,2800.03,203436,571,NULL,105022
33828697,"2020-11-25 05:14:19",2020-11-25,0,0,1136.72,21320,572,NULL,78925
33828697,"2010-11-25 05:14:19",2010-11-25,0,0,1173.86,20615,573,NULL,78925
33828697,"2013-11-25 05:14:19",2013-11-25,0,0,455.05,14875,574,NULL,78925
33828697,"2017-11-25 05:14:19",2017-11-25,0,0,1132.28,18240,575,NULL,78925
33828697,"2001-11-25 05:14:19",2001-11-25,0,0,640.62,NULL,576,NULL,78925
33828697,"2015-11-25 05:14:19",2015-11-25,0,0,874.58,14140,577,NULL,78925
33828697,"2011-11-25 05:14:19",2011-11-25,0,0,890.32,14875,578,NULL,78925
33828697,"2005-11-25 05:14:19",2005-11-25,0,0,888.42,NULL,579,NULL,78925
33828697,"2006-11-25 05:14:19",2006-11-25,0,0,925.92,NULL,580,NULL,78925
33828697,"2019-11-25 05:14:19",2019-11-25,0,0,1134.18,18240,581,NULL,78925
33828697,"2004-11-25 05:14:19",2004-11-25,0,0,833.86,NULL,582,NULL,78925
33828697,"2003-11-25 05:14:19",2003-11-25,0,0,694.08,NULL,583,NULL,78925
33828697,"2014-11-25 05:14:19",2014-11-25,0,1,874.58,14140,584,NULL,78925
33828697,"2021-11-25 05:14:19",2021-11-25,0,0,1135.04,21320,585,NULL,78925
33363504,"2001-11-21 00:17:46",2001-11-21,0,0,1829.92,18730,586,11216,70449
33363504,"2012-11-21 00:17:46",2012-11-21,0,0,1358.58,16880,587,11216,70449
33363504,"2019-11-21 00:17:46",2019-11-21,0,0,1065.22,13020,588,11216,70449
33363504,"2004-11-21 00:17:46",2004-11-21,0,0,1182.78,20760,589,11216,70449
33363504,"2014-11-21 00:17:46",2014-11-21,0,0,1421.76,16880,590,11216,70449
33363504,"2010-11-21 00:17:46",2010-11-21,0,0,1178.02,19080,591,11216,70449
33363504,"2000-11-21 00:17:46",2000-11-21,0,0,1751.26,18730,592,11216,70449
33363504,"2021-11-21 00:17:46",2021-11-21,0,0,1283.64,16800,593,11216,70449
33363504,"2015-11-21 00:17:46",2015-11-21,0,0,909.74,10850,594,11216,70449
33363504,"2005-11-21 00:17:46",2005-11-21,0,0,1196.44,20760,595,11216,70449
33363504,"2002-11-21 00:17:46",2002-11-21,0,0,1046.04,18730,596,11216,70449
33363504,"2018-11-21 00:17:46",2018-11-21,0,0,1061.78,13020,597,11216,70449
33363504,"2007-11-21 00:17:46",2007-11-21,0,0,1275.44,22610,598,11216,70449
33363504,"2016-11-21 00:17:46",2016-11-21,0,0,909.74,10850,599,11216,70449
33363504,"2003-11-21 00:17:46",2003-11-21,0,0,1170.12,20760,600,11216,70449
33363504,"2023-11-21 00:17:46",2023-11-21,0,0,1330.28,17150,601,11216,70449
33363504,"2009-11-21 00:17:46",2009-11-21,0,0,1168.78,19080,602,11216,70449
33363504,"2013-11-21 00:17:46",2013-11-21,0,0,1397.82,16880,603,11216,70449
73550640,"2009-11-21 00:18:41",2009-11-21,0,0,1300,130000,604,12906,66737
73550640,"2019-11-21 00:18:41",2019-11-21,0,0,890.25,114300,605,12906,66737
73550640,"2018-11-21 00:18:41",2018-11-21,0,0,821.07,114300,606,12906,66737
